UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_roll_mean,Air_temperature_K_roll_std,Air_temperature_K_roll_var,Process_temperature_K_roll_mean,Process_temperature_K_roll_std,Process_temperature_K_roll_var,Rotational_speed_rpm_roll_mean,Rotational_speed_rpm_roll_std,Rotational_speed_rpm_roll_var,Torque_Nm_roll_mean,Torque_Nm_roll_std,Torque_Nm_roll_var,Tool_wear_min_roll_mean,Tool_wear_min_roll_std,Tool_wear_min_roll_var,timestamp,ambient_temperature_C,factory_load_density,temp_gap,load_torque_interaction,heat_stress_index
6378,L53557,L,300.1,309.6,1541,37.0,96,0,0,0,0,0,0,300.03000000000003,0.04830458919604,0.0023333333373981,309.56,0.0516397780172878,0.0026666666736747,1605.5,170.81650323600485,29178.277777776057,34.529999999999994,8.777376221476228,77.04233333333629,81.6,9.800226754736483,96.04444444425285,2024-02-14 06:50:00,25.1,16.2,11.350000000000023,599.4,24.096000000000004
6379,L53558,L,300.0,309.6,1514,44.6,98,0,0,0,0,0,0,300.03000000000003,0.04830458919604,0.0023333333373981,309.56000000000006,0.0516397780172878,0.0026666666736747,1614.6,162.2215220684989,26315.822222220475,34.12,8.11251433828576,65.81288888889203,84.7,9.569047322826048,91.56666666648437,2024-02-14 07:00:00,28.43,20.24,8.020000000000039,902.704,27.8614
6380,L53559,L,300.1,309.7,1485,45.9,100,0,0,0,0,0,0,300.04,0.051639777988591,0.0026666666707109,309.58000000000004,0.0632455532589699,0.0040000000070332,1585.0,155.34477783304573,24131.99999999833,36.21999999999999,8.178399734802909,66.8862222222243,87.7,9.14148055111935,83.56666666649333,2024-02-14 07:10:00,27.18,16.86,9.370000000000005,773.8739999999999,27.18
6381,L53560,L,300.2,309.8,1430,55.0,102,0,0,0,0,0,0,300.05,0.0707106781471011,0.0050000000040229,309.6,0.0942809041956508,0.0088888888959495,1595.9,137.56973988974335,18925.43333333164,37.03,9.626589334869536,92.67122222222388,90.4,8.95916662790136,80.26666666650145,2024-02-14 07:20:00,30.16,28.76,6.490000000000009,1581.8000000000002,30.7632
6382,L53561,L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0,300.06000000000006,0.0843274042948868,0.0071111111151133,309.61,0.0994428926367422,0.0098888888959626,1618.4,146.6046838724179,21492.933333331577,36.07,10.128732508178128,102.59122222222436,93.1,8.530338015958664,72.7666666665096,2024-02-14 07:30:00,24.91,11.19,11.639999999999986,303.249,25.906399999999998
6383,L53562,L,300.2,309.8,1481,41.9,106,0,0,0,0,0,0,300.08000000000004,0.0918936583688229,0.0084444444484059,309.64,0.1074967700104129,0.0115555555626716,1578.6,119.518664279306,14284.711111109458,38.02,9.021061775398543,81.3795555555567,95.8,7.814516406439857,61.066666666517705,2024-02-14 07:40:00,26.3,15.32,10.350000000000023,641.908,27.878
6384,H35797,H,300.2,309.7,1483,43.8,108,0,0,0,0,0,0,300.1,0.0942809041790058,0.0088888888928108,309.66,0.0966091783449075,0.0093333333404781,1553.4,108.98032442193184,11876.711111109513,39.51,8.566400774083746,73.38322222222261,98.4,6.995236474429736,48.93333333319216,2024-02-14 07:50:00,26.88,18.8,9.670000000000016,823.4399999999999,29.0304
6385,H35798,H,300.1,309.6,1463,45.1,113,0,0,0,0,0,0,300.11,0.0875595035993749,0.0076666666705689,309.67,0.082327260278337,0.006777777784937,1549.1,111.86842469813747,12514.544444442856,40.14,8.738319187476634,76.3582222222223,101.0,7.118052168011501,50.66666666653324,2024-02-14 08:00:00,29.66,93.96,6.7900000000000205,4237.596,33.5158
6386,L53565,L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0,300.12,0.0788810637992672,0.006222222226104,309.68,0.0788810638201283,0.0062222222293951,1527.2,115.85412283460714,13422.177777776238,41.74,8.60712882828333,74.08266666666594,103.9,7.578478299316327,57.43333333320849,2024-02-14 08:10:00,30.9,93.02,5.650000000000034,4492.866,36.461999999999996
6387,L53566,L,300.2,309.7,1656,34.3,120,0,0,0,0,0,0,300.14,0.0699205899054783,0.00488888889273,309.69,0.0737864787859651,0.0054444444516316,1523.4,110.26352272824822,12158.04444444291,42.3,7.809680602374857,60.99111111111011,106.5,8.23609940039678,67.83333333321619,2024-02-14 08:20:00,28.96,76.93,7.590000000000032,2638.699,34.752
6388,M21247,M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0,300.15,0.0707106781456782,0.0050000000038216,309.71000000000004,0.0737864787861599,0.0054444444516604,1518.0,110.62750311040614,12238.44444444292,42.52,7.673591075891319,58.88399999999889,109.1,8.646772037388128,74.76666666655726,2024-02-14 08:30:00,26.87,94.83,9.78000000000003,3717.3360000000002,32.781400000000005
6389,H35802,H,300.3,309.9,1509,46.6,125,0,0,0,0,0,0,300.18,0.0632455532331191,0.0040000000037633,309.73999999999995,0.0843274043142018,0.0071111111183708,1517.5,110.65888526859182,12245.388888887368,42.72,7.7594100577584655,60.20844444444323,111.8,9.003702941932577,81.06666666656534,2024-02-14 08:40:00,30.26,83.58,6.490000000000009,3894.828,37.825
6390,H35803,H,300.3,309.9,1677,30.1,130,0,0,0,0,0,0,300.2,0.0666666666946131,0.0044444444481706,309.76,0.0966091783456569,0.0093333333406229,1536.7,120.60316008389108,14545.12222222066,41.14,8.602738582051106,74.00711111111069,114.8,9.612491872553532,92.39999999990768,2024-02-14 08:50:00,30.13,62.41,6.6200000000000045,1878.541,39.169000000000004
6391,L53570,L,300.3,309.8,1450,55.0,135,0,0,0,0,0,0,300.21,0.0737864787623863,0.005444444448152,309.76,0.0966091783456569,0.0093333333406229,1538.7,118.78930928327866,14110.899999998432,41.14,8.602738582051106,74.00711111111069,118.1,10.365005225915274,107.43333333325094,2024-02-14 09:00:00,27.74,64.12,8.910000000000025,3526.6000000000004,37.449
6392,M21251,M,300.2,309.7,1413,43.0,137,0,0,0,0,0,0,300.21,0.0737864787623863,0.005444444448152,309.76,0.0966091783456569,0.0093333333406229,1502.9,91.90508388790556,8446.544444442956,42.73,7.048411956682859,49.68011111110989,121.4,10.627009613868848,112.93333333326088,2024-02-14 09:10:00,30.65,92.06,5.900000000000034,3958.58,41.990500000000004
6393,L53572,L,300.1,309.7,1680,33.8,140,0,0,0,0,0,0,300.2,0.0816496581155866,0.0066666666703921,309.75,0.0971825316181814,0.0094444444517188,1522.8,106.94941691181046,11438.177777776247,41.92,7.598362396668791,57.7351111111103,124.8,10.59140112438933,112.17777777771556,2024-02-14 09:20:00,28.27,82.05,8.28000000000003,2773.2899999999995,39.577999999999996
6394,L53573,L,300.2,309.7,1678,30.5,142,0,0,0,0,0,0,300.2,0.0816496581155866,0.0066666666703921,309.75,0.0971825316181814,0.0094444444517188,1542.3,116.2583808209522,13516.011111109548,40.59,8.358688094830821,69.86766666666651,128.2,10.042133460793698,100.84444444439242,2024-02-14 09:30:00,29.66,89.51,6.889999999999986,2730.0550000000003,42.117200000000004
6395,M21254,M,300.2,309.7,1408,44.0,144,0,0,0,0,0,0,300.21,0.0737864787623863,0.005444444448152,309.76,0.0843274043143835,0.0071111111184015,1536.8,121.60482446569206,14787.733333331778,40.48,8.299772419905386,68.88622222222212,131.3,9.60381868494458,92.23333333329066,2024-02-14 09:40:00,29.3,91.44,7.25,4023.3599999999997,42.192
6396,M21255,M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0,300.21,0.0737864787623863,0.005444444448152,309.75,0.0971825316181814,0.0094444444517188,1533.4,125.94196194190492,15861.377777776228,40.86,8.7711902144337,76.9337777777775,134.2,9.5195704851736,90.62222222218831,2024-02-14 09:50:00,31.87,75.68,4.580000000000041,3942.9280000000003,46.8489
6397,L53576,L,300.0,309.6,1526,46.4,150,0,0,0,0,0,0,300.19,0.0994428926199968,0.0098888888926322,309.74,0.1074967700110752,0.011555555562814,1520.4,118.36215611418405,14009.599999998472,42.07000000000001,8.598585154934838,73.93566666666578,137.2,9.271221901967984,85.95555555553086,2024-02-14 10:00:00,32.1,61.7,4.350000000000023,2862.88,48.15
6398,M21257,M,300.0,309.6,1587,32.6,152,0,0,0,0,0,0,300.17,0.1159501808891371,0.0134444444482236,309.72,0.1135292424713447,0.0128888888961173,1530.4,119.44612918707844,14267.377777776232,41.41,9.083006110313889,82.50099999999945,140.2,8.638415492566141,74.62222222220673,2024-02-14 10:10:00,30.0,66.59,6.4500000000000455,2170.8340000000003,45.6
6399,L53578,L,300.1,309.7,1351,58.2,155,0,0,0,0,0,0,300.15,0.1080123449911248,0.0116666666704817,309.7,0.0942809041963895,0.0088888888960887,1514.6,132.3448357721375,17515.15555555404,42.57000000000001,10.456369669568188,109.33566666666552,143.2,7.95543140809363,63.28888888888259,2024-02-14 10:20:00,33.25,62.33,3.3000000000000114,3627.606,51.5375
6400,M21259,M,300.1,309.6,1501,38.0,157,0,0,0,0,0,0,300.13,0.0948683298253472,0.0090000000038508,309.67,0.0674948558240568,0.0045555555627102,1497.0,119.41989411781285,14261.111111109629,43.36,9.679095458196873,93.68488888888734,145.9,7.5490985480976995,56.98888888889079,2024-02-14 10:30:00,29.78,66.61,6.670000000000073,2531.18,46.7546
6401,L53580,L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,300.11,0.0737864787635926,0.0054444444483301,309.66,0.0516397780185598,0.0026666666738061,1512.1,122.32783820536716,14964.099999998483,41.44,8.993602664610457,80.88488888888831,148.4,7.676804890925831,58.933333333342766,2024-02-14 10:40:00,32.42,74.37,4.1299999999999955,2662.446,51.87200000000001
6402,M21261,M,300.0,309.6,1573,39.7,162,0,0,0,0,0,0,300.09000000000003,0.0737864787638318,0.0054444444483654,309.65,0.0527046277370645,0.0027777777849025,1528.1,118.32389633731172,14000.544444442892,41.11,8.990544415600674,80.82988888888848,150.9,7.622335600064916,58.10000000001699,2024-02-14 10:50:00,30.71,64.14,5.740000000000066,2546.358,49.75020000000001
6403,M21262,M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0,300.09000000000003,0.0737864787638318,0.0054444444483654,309.64000000000004,0.0516397780182761,0.0026666666737768,1518.5,108.0815021690094,11681.611111109582,41.4,8.77268487978449,76.95999999999943,153.4,7.748835037892403,60.04444444446896,2024-02-14 11:00:00,32.18,65.84,4.270000000000039,2416.3280000000004,53.097
6404,L53583,L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,300.08000000000004,0.063245553234504,0.0040000000039384,309.63,0.0483045892274174,0.0023333333404295,1515.6,103.62346366639508,10737.8222222207,41.71,8.391192472533948,70.41211111111039,156.0,7.859884081703124,61.777777777810165,2024-02-14 11:10:00,33.48,75.6,2.9700000000000273,2540.16,56.246399999999994
6405,M21264,M,300.2,309.7,1183,61.4,170,0,0,0,0,0,0,300.08000000000004,0.063245553234504,0.0040000000039384,309.63,0.0483045892274174,0.0023333333404295,1493.1,145.53460833156058,21180.322222220744,43.45,10.466268569923866,109.54277777777617,158.6,7.748835037893422,60.04444444448475,2024-02-14 11:20:00,33.51,71.91,3.0400000000000205,4415.273999999999,56.967
6406,L53585,L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0,300.08000000000004,0.063245553234504,0.0040000000039384,309.64,0.0516397780182761,0.0026666666737768,1570.6,247.13478104062645,61075.59999999838,39.99,12.757346467384547,162.74988888888902,161.2,7.786027371019856,60.62222222227038,2024-02-14 11:30:00,34.73,76.37,1.8199999999999932,1336.4750000000001,60.08289999999999
6407,L53586,L,300.2,309.8,1526,45.6,175,0,0,0,0,0,0,300.1,0.066666666695945,0.0044444444483482,309.66,0.0699205899290681,0.0048888888960289,1570.6,247.13478104062645,61075.59999999838,39.91,12.715122230373307,161.6743333333335,163.7,7.803845206054232,60.90000000005562,2024-02-14 11:40:00,32.6,75.02,4.050000000000011,3420.912,57.05
6408,M21267,M,300.3,309.9,1611,29.0,177,0,0,0,0,0,0,300.13,0.0823272602582666,0.0067777777816323,309.69,0.0994428926372862,0.0098888888960708,1573.0,247.42810403562697,61220.66666666505,39.55,12.993010941784576,168.81833333333373,166.2,7.64198926982125,58.40000000006312,2024-02-14 11:50:00,33.19,82.56,3.5600000000000023,2394.2400000000002,58.74629999999999
6409,L53588,L,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,300.15,0.0971825316004262,0.0094444444482678,309.71000000000004,0.1197219000038953,0.0143333333405427,1598.0,234.8134010939999,55137.33333333166,36.9,11.367302035028246,129.2155555555573,168.7,7.660142151282075,58.67777777784838,2024-02-14 12:00:00,32.34,92.8,4.409999999999968,2941.7599999999998,58.21200000000001
6410,L53589,L,300.3,310.0,1560,40.8,182,0,0,0,0,0,0,300.17,0.1059349905650327,0.0112222222260135,309.75,0.1433720878093942,0.0205555555628246,1603.9,232.83826050620175,54213.65555555388,37.17999999999999,11.431710283242904,130.6840000000016,171.2,7.495183638701315,56.17777777785588,2024-02-14 12:10:00,33.27,63.78,3.580000000000041,2602.2239999999997,60.5514
6411,L53590,L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0,300.2,0.1247219129074639,0.015555555559297,309.79,0.1791957340966625,0.0321111111184417,1598.2,233.6135460303773,54575.28888888722,37.790000000000006,11.51235568132494,132.53433333333462,173.6,7.351492667787252,54.04444444452972,2024-02-14 12:20:00,33.66,63.47,3.2900000000000773,2659.393,61.9344
6412,M21271,M,300.4,310.0,1560,42.3,186,0,0,0,0,0,0,300.24,0.1173787790933893,0.0137777777814546,309.83000000000004,0.176698110430224,0.0312222222296116,1596.9,233.80545093920972,54664.98888888722,38.05,11.589386907377373,134.31388888889006,176.0,7.055336829512124,49.77777777787018,2024-02-14 12:30:00,32.85,89.85,4.0,3800.6549999999993,61.101000000000006
6413,L53592,L,300.4,310.0,1423,44.2,189,0,0,0,0,0,0,300.27,0.115950180888499,0.0134444444480756,309.87,0.1636391694712091,0.0267777777852271,1580.8,240.2470025249443,57718.62222222058,38.8,11.73409088463566,137.68888888888966,178.4,6.979334575101741,48.7111111112106,2024-02-14 12:40:00,30.29,77.72,6.560000000000002,3435.224,57.248099999999994
6414,L53593,L,300.4,310.1,1614,33.5,191,0,0,0,0,0,0,300.3,0.1054092553559632,0.0111111111146986,309.92,0.1475729575000277,0.0217777777853049,1577.3,239.3964865610524,57310.67777777615,38.790000000000006,11.739056369421064,137.80544444444524,180.7,6.961002482089911,48.455555555661896,2024-02-14 12:50:00,33.5,86.82,3.4500000000000455,2908.47,63.985
6415,M21274,M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,300.32,0.1032795559160936,0.0106666666702255,309.96,0.1349897115702078,0.0182222222298079,1604.7,202.01432842471152,40809.78888888721,36.16,8.650523426681053,74.83155555555771,183.0,6.831300510648023,46.666666666779946,2024-02-14 13:00:00,33.27,67.54,3.6800000000000637,2370.6540000000005,64.2111
6416,L53595,L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0,300.35,0.0707106781435388,0.0050000000035191,310.0,0.1054092553751933,0.0111111111187527,1539.9,64.28832622558528,4132.988888887276,38.63,5.780820779862474,33.41788888888978,185.3,6.961002482090906,48.455555555675765,2024-02-14 13:10:00,31.71,89.01,5.240000000000066,3756.2220000000007,62.1516
6417,H35830,H,300.4,310.1,1484,38.0,198,0,0,0,0,0,0,300.37,0.0483045891901192,0.0023333333368261,310.03000000000003,0.0823272602815313,0.006777777785463,1535.7,66.62673804277537,4439.122222220611,37.870000000000005,5.236633778806248,27.42233333333461,187.6,6.979334575103718,48.7111111112382,2024-02-14 13:20:00,30.8,92.33,6.150000000000034,3508.54,60.98400000000001
6418,L53597,L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,300.37,0.0483045891901192,0.0023333333368261,310.03000000000003,0.0823272602815313,0.006777777785463,1528.6,61.27932404615728,3755.155555553949,38.96,4.221163609980421,17.818222222222936,190.2,7.4206917916594195,55.06666666680149,2024-02-14 13:30:00,34.94,82.24,1.8100000000000023,3281.3759999999997,70.9282
6419,H35832,H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0,300.37,0.0483045891901192,0.0023333333368261,310.03,0.0823272602815313,0.006777777785463,1509.0,66.65833281242293,4443.33333333174,41.0,5.149973031213067,26.522222222221902,192.7,7.803845206059787,60.90000000014231,2024-02-14 13:40:00,33.46,63.71,3.2900000000000205,3319.291,68.593
6420,H35833,H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0,300.37,0.0483045891901192,0.0023333333368261,310.02,0.09189365838901,0.008444444452116,1492.4,72.92187600438164,5317.599999998412,41.59,5.45353096626391,29.740999999999385,195.5,8.527732536986193,72.72222222237298,2024-02-14 13:50:00,32.38,91.34,4.3700000000000045,4265.578,67.998
6421,L53600,L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,300.36,0.0516397779833752,0.0026666666701722,310.0,0.094280904198736,0.0088888888965312,1489.8,71.32367535864286,5087.066666665078,41.04,5.690967502201255,32.387111111110784,177.1,62.67810179356535,3928.5444444445393,2024-02-14 14:00:00,30.22,87.74,6.529999999999973,3193.736,0.0
6422,L53601,L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0,300.35,0.052704627702852,0.0027777777812962,309.99,0.0994428926395288,0.0098888888965168,1486.5,68.41905192755216,4681.166666665079,40.95,5.675923811249657,32.21611111111083,158.7,83.36805943125563,6950.233333333371,2024-02-14 14:10:00,30.7,86.28,6.050000000000011,3571.9919999999997,0.614
6423,L53602,L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,300.34000000000003,0.0516397779836302,0.0026666666701986,309.98,0.1032795559357233,0.0106666666742802,1481.9,74.44378938350864,5541.877777776193,42.06,7.249398442476238,52.5537777777769,140.2,95.53568268802316,9127.066666666648,2024-02-14 14:20:00,33.88,61.29,2.8700000000000045,3389.337,1.3552000000000002
6424,M21283,M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,300.33000000000004,0.0483045891906644,0.0023333333368788,309.97,0.0948683298450965,0.009000000007598,1474.2,62.24467848738896,3874.3999999984217,42.46,6.822381467558657,46.544888888887805,121.7,102.27962760111198,10461.122222222148,2024-02-14 14:30:00,32.13,87.96,4.720000000000027,3298.4999999999995,1.9278000000000004
6425,M21284,M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,300.32,0.0421637021777851,0.0017777777813369,309.96,0.0843274043161104,0.0071111111186927,1469.4,65.4848583007178,4288.266666665089,43.27,6.313310454023894,39.85788888888738,103.3,104.55306999052831,10931.344444444312,2024-02-14 14:40:00,31.1,64.83,5.75,2800.656,2.7990000000000004
6426,L53605,L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0,300.31,0.0316227766581856,0.0010000000035734,309.93999999999994,0.0699205899319994,0.0048888888964388,1458.4,68.38810812803465,4676.933333331758,44.66,7.47487643896376,55.87377777777553,84.9,102.59894952895112,10526.544444444256,2024-02-14 14:50:00,32.69,67.78,4.060000000000002,3802.458,3.9227999999999996
6427,L53606,L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,300.29,0.03162277665864,0.0010000000036022,309.9,0.0816496581386413,0.0066666666741569,1454.8,67.8360769305814,4601.733333331758,44.540000000000006,7.60222189743075,57.7937777777756,66.5,96.37225280707548,9287.611111110868,2024-02-14 15:00:00,29.44,80.2,7.110000000000014,2951.3599999999997,4.1216
6428,L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,300.28000000000003,0.0421637021784718,0.0017777777813948,309.89,0.0875595036197819,0.0076666666741426,1442.6,61.48387322432685,3780.266666665096,45.48,7.545683092558994,56.937333333330656,47.8,84.33372858932229,7112.177777777477,2024-02-14 15:10:00,32.91,69.27,3.740000000000066,3415.0109999999995,5.265599999999999
6429,M21288,M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,300.27,0.0483045891915586,0.0023333333369652,309.88,0.0918936583878674,0.008444444451906,1476.4,111.26764529227404,12380.488888887314,42.68,9.702897619897934,94.14622222222098,29.1,63.847822550530935,4076.5444444440864,2024-02-14 15:20:00,32.69,83.15,3.9600000000000364,2003.9150000000002,5.8842
6430,M21289,M,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,300.26000000000005,0.0516397779847409,0.0026666666703133,309.87,0.0948683298443,0.0090000000074469,1476.4,111.26764529227404,12380.488888887314,42.75,9.737584687978549,94.82055555555428,10.2,7.130529043768614,50.844444444027744,2024-02-14 15:30:00,29.96,81.28,6.690000000000055,3852.672,6.2916
6431,L53610,L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,300.26,0.0516397779847409,0.0026666666703133,309.86,0.0966091783463945,0.0093333333407654,1476.9,111.48637186270588,12429.211111109536,43.03,9.573580544626084,91.65344444444302,12.6,7.351492667753612,54.04444444403512,2024-02-14 15:40:00,29.71,63.79,6.940000000000055,2500.568,7.1304
6432,L53611,L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0,300.25,0.0527046277042132,0.0027777777814397,309.85,0.0971825316189174,0.0094444444518618,1459.5,116.27386254489674,13519.611111109542,44.83,10.841284261767242,117.53344444444213,15.0,7.423685817079624,55.11111111070917,2024-02-14 15:50:00,26.73,82.96,9.920000000000016,4927.824,6.9498
6433,M21292,M,300.3,309.9,1447,46.5,28,0,0,0,0,0,0,300.25,0.0527046277042132,0.0027777777814397,309.85,0.0971825316189174,0.0094444444518618,1466.5,112.81080523503148,12726.277777776204,43.95,10.237322783705508,104.80277777777589,17.4,7.351492667754616,54.04444444404989,2024-02-14 16:00:00,26.78,92.34,9.970000000000027,4293.81,7.4984
6434,L53613,L,300.3,309.9,1570,34.0,31,0,0,0,0,0,0,300.25,0.0527046277042132,0.0027777777814397,309.84000000000003,0.0843274043150486,0.0071111111185136,1469.8,115.55162386473071,13352.177777776204,43.6,10.537762781750343,111.04444444444272,19.9,7.2945946501998495,53.21111111072426,2024-02-14 16:10:00,26.99,65.64,9.759999999999991,2231.76,8.3669
6435,M21294,M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0,300.25,0.0527046277042132,0.0027777777814397,309.83000000000004,0.067494855825775,0.0045555555629421,1478.3,113.69359407342068,12926.233333331757,43.13,10.661670705017142,113.67122222222072,22.3,7.257945837315013,52.677777777398326,2024-02-14 16:20:00,29.2,80.9,7.550000000000011,3114.65,9.636000000000001
6436,L53615,L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,300.25,0.0527046277042132,0.0027777777814397,309.83000000000004,0.067494855825775,0.0045555555629421,1501.1,117.48517636989388,13802.766666665077,40.93,9.932891489054583,98.66233333333297,24.7,7.439384681818275,55.3444444440724,2024-02-14 16:30:00,28.51,71.97,8.240000000000009,2454.177,10.263600000000002
6437,L53616,L,300.4,310.0,1769,26.1,38,0,0,0,0,0,0,300.27000000000004,0.0674948557979523,0.0045555555591863,309.86,0.0699205899311524,0.0048888888963203,1533.2,142.54496366643417,20319.06666666504,39.86,10.951326657330414,119.93155555555572,27.1,7.475143997102207,55.87777777741316,2024-02-14 16:40:00,26.98,76.09,9.870000000000005,1985.9490000000003,10.2524
6438,L53617,L,300.4,310.0,1282,66.1,40,0,0,0,0,0,0,300.29,0.0737864787616629,0.0054444444480453,309.88,0.0788810638219567,0.0062222222296836,1519.6,160.15700629902224,25650.266666665048,41.54,13.542459976762771,183.3982222222215,29.5,7.3673453684092065,54.27777777742059,2024-02-14 16:50:00,28.58,70.05,8.270000000000039,4630.304999999999,11.431999999999999
6439,L53618,L,300.4,310.0,1581,30.3,42,0,0,0,0,0,0,300.31,0.0737864787614681,0.0054444444480165,309.9,0.0816496581386546,0.0066666666741591,1503.4,142.24017247832998,20232.26666666506,42.16,12.775514775451388,163.21377777777673,31.9,7.109461614221901,50.54444444409468,2024-02-14 17:00:00,27.83,72.39,9.020000000000039,2193.417,11.6886
6440,L53619,L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,300.35,0.1080123449897412,0.0116666666701828,309.93,0.0948683298448014,0.009000000007542,1529.6,143.9692868481119,20727.15555555392,40.69,12.95011368461467,167.70544444444417,34.2,6.908931417592063,47.73333333299068,2024-02-14 17:10:00,27.86,61.01,9.090000000000032,1995.027,12.2584
6441,L53620,L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,300.38,0.1316561177340663,0.0173333333368063,309.97,0.1159501809056518,0.0134444444520533,1542.1,148.6819498870679,22106.322222220573,39.94,13.259478789823447,175.81377777777786,36.4,6.801960501673824,46.26666666633081,2024-02-14 17:20:00,24.22,94.35,12.829999999999984,2990.8949999999995,11.1412
6442,L53621,L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0,300.43,0.1494434118210918,0.0223333333367284,310.01,0.1197219000058539,0.0143333333410116,1570.7,135.15756237319826,18267.56666666498,37.14,11.538168543288611,133.1293333333348,38.6,6.619835513205232,43.82222222189318,2024-02-14 17:30:00,26.88,81.87,10.170000000000016,2570.718,12.9024
6443,L53622,L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,300.47,0.1636391694586384,0.0267777777811129,310.04,0.1264911064372965,0.0160000000077314,1560.8,148.2196568160411,21969.066666665,37.97,12.541225352146991,157.2823333333344,40.8,6.356099432802933,40.39999999967777,2024-02-14 17:40:00,25.0,77.52,12.050000000000011,4248.096,12.5
6444,L53623,L,300.8,310.3,1537,33.3,52,0,0,0,0,0,0,300.52,0.1813529401254695,0.0328888888921521,310.08000000000004,0.1398411797839255,0.0195555555633601,1557.5,148.35936101236865,22010.499999998334,37.9,12.567771834692495,157.94888888889,42.9,6.226288353935348,38.76666666635095,2024-02-14 17:50:00,28.42,73.43,8.730000000000018,2445.219,14.778400000000001
6445,M21304,M,300.8,310.3,1270,61.0,54,0,0,0,0,0,0,300.57000000000005,0.1828782229999991,0.0334444444476374,310.12,0.139841179784178,0.0195555555634307,1535.1,173.74978816933063,30188.988888887263,40.15,14.545579702744366,211.5738888888889,45.0,6.055300708169451,36.66666666635745,2024-02-14 18:00:00,26.18,78.88,10.970000000000027,4811.679999999999,14.1372
6446,L53625,L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,300.61,0.1595131481965734,0.0254444444475819,310.16,0.1264911064381338,0.0160000000079433,1539.2,176.46453845838744,31139.7333333317,40.17999999999999,14.532018289128168,211.1795555555556,47.1,6.2262883539363925,38.76666666636395,2024-02-14 18:10:00,23.65,73.3,13.500000000000057,2521.52,13.4805
6447,M21306,M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,300.64,0.1429840706076633,0.0204444444475372,310.18999999999994,0.119721900007181,0.0143333333413294,1509.4,157.48735398966195,24802.26666666509,41.59,13.672718172412592,186.94322222222152,49.2,6.35609943280498,40.39999999970378,2024-02-14 18:20:00,23.85,72.6,13.300000000000011,2918.52,14.0715
6448,L53627,L,300.6,310.1,1337,45.8,62,0,0,0,0,0,0,300.66,0.1173787790907677,0.0137777777808392,310.2,0.1054092553769571,0.0111111111191245,1514.9,149.41697806250718,22325.43333333175,39.56,10.8436566198349,117.58488888888922,51.4,6.619835513208224,43.82222222193278,2024-02-14 18:30:00,24.31,76.24,12.640000000000043,3491.7919999999995,15.0722
6449,H35862,H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,300.69,0.0737864787576809,0.0054444444474576,310.22,0.0788810638256843,0.0062222222302716,1544.5,188.2417181297568,35434.9444444428,39.01,11.485976957432367,131.92766666666728,53.6,6.801960501677734,46.26666666638402,2024-02-14 18:40:00,21.62,69.66,15.430000000000007,1727.568,13.8368
6450,L53629,L,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,300.69,0.0737864787576809,0.0054444444474576,310.23,0.0674948558308263,0.004555555563624,1530.8,184.16647058812651,33917.28888888728,40.2,11.375509756587714,129.40222222222226,56.1,7.445356494692407,55.433333333058414,2024-02-14 18:50:00,25.5,66.3,11.550000000000011,2956.98,17.595
