UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_roll_mean,Air_temperature_K_roll_std,Air_temperature_K_roll_var,Process_temperature_K_roll_mean,Process_temperature_K_roll_std,Process_temperature_K_roll_var,Rotational_speed_rpm_roll_mean,Rotational_speed_rpm_roll_std,Rotational_speed_rpm_roll_var,Torque_Nm_roll_mean,Torque_Nm_roll_std,Torque_Nm_roll_var,Tool_wear_min_roll_mean,Tool_wear_min_roll_std,Tool_wear_min_roll_var
4789,H34202,H,303.7,312.6,1514,35.5,138,0,0,0,0,0,0,303.75999999999993,0.08432740427900139,0.007111111112434141,312.51,0.1370320319863731,0.018777777790314375,1483.8,107.69277289276371,11597.733333332384,42.32000000000001,6.654622453603177,44.283999999999565,126.9,7.264066813196724,52.766666666586005
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0,303.77,0.082327260243031,0.006777777779123751,312.56000000000006,0.14298407064147733,0.020444444457206983,1497.3,119.31568770841618,14236.233333332297,42.01,6.899347795262945,47.60099999999966,129.5,7.947746011706331,63.166666666593905
4791,L51970,L,303.8,312.8,1443,40.7,145,0,0,0,0,0,0,303.78000000000003,0.07888106378333831,0.006222222223591087,312.6,0.14907119854339915,0.02222222223516553,1501.2,116.53211288452755,13579.733333332271,41.42,6.712972515957431,45.063999999999844,132.1,8.372574275569917,70.09999999993514
4792,M19651,M,303.7,312.7,1469,48.5,147,0,0,0,0,0,0,303.78,0.07888106378333831,0.006222222223591087,312.64,0.10749677003835172,0.01155555556867827,1509.7,109.94751273018612,12088.455555554438,41.68,6.951866256225317,48.32844444444421,134.7,8.57710129744366,73.56666666660972
4793,H34206,H,303.7,312.7,1564,40.2,150,0,0,0,0,0,0,303.77,0.082327260243031,0.006777777779123751,312.65999999999997,0.09660917837630335,0.0093333333465444,1529.3,98.78377059685506,9758.233333332086,40.440000000000005,5.79773902291039,33.613777777777926,137.4,8.733078876697382,76.26666666661802
4794,H34207,H,303.6,312.6,1498,40.2,155,0,0,0,0,0,0,303.76,0.09660917831477216,0.009333333334655443,312.66999999999996,0.08232726031535431,0.006777777791032112,1515.0,90.84908120368858,8253.555555554402,40.86,5.588718795732865,31.233777777777803,140.4,9.143303560527814,83.5999999999606
4795,L51974,L,303.6,312.6,1699,27.9,160,0,0,0,0,0,0,303.73,0.094868329811651,0.009000000001252189,312.66999999999996,0.08232726031535431,0.006777777791032112,1520.7,100.93127474782546,10187.122222221029,40.42,6.4451187386700415,41.53955555555571,143.7,9.70738550451686,94.23333333330407
4796,L51975,L,303.6,312.5,1431,49.0,162,0,0,0,0,0,0,303.7,0.0816496581000042,0.006666666667847582,312.65,0.09718253164849833,0.009444444457611379,1523.7,97.36078380036292,9479.12222222101,40.32000000000001,6.285751082143394,39.51066666666684,147.0,9.763879010583556,95.33333333331412
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0,303.66999999999996,0.09486832981089328,0.009000000001108423,312.63,0.12516655575571758,0.015666666679749155,1505.0,103.73577546396432,10761.111111110022,40.92,6.664633023155387,44.41733333333331,150.0,9.933109617167052,98.66666666665657
4798,L51977,L,303.5,312.5,1380,46.1,166,0,0,0,0,0,0,303.65,0.10801234497837905,0.011666666667728367,312.62,0.13165611777039804,0.017333333346372916,1503.4,105.70840395477357,11174.26666666559,41.12,6.799313690856349,46.23066666666658,153.0,9.763879010584489,95.33333333333235
4799,L51978,L,303.5,312.5,1457,46.4,168,0,0,0,0,0,0,303.63,0.1159501808772225,0.013444444445460614,312.61,0.1370320319880537,0.018777777790774972,1497.7,106.60628499295414,11364.899999998961,42.209999999999994,6.670740422005442,44.498777777777335,156.0,9.23760430703445,85.33333333334144
4800,L51979,L,303.5,312.5,1418,42.2,170,0,0,0,0,0,0,303.6,0.10540925534343434,0.011111111112057342,312.58,0.1229272594829119,0.015111111123979155,1474.9,95.128509571697,9049.433333332447,42.85,6.283178601100932,39.47833333333267,158.7,8.957306142660842,80.23333333334966
4801,M19660,M,303.5,312.5,1353,51.0,172,0,0,0,0,0,0,303.57,0.08232726024016782,0.0067777777786523176,312.55,0.09718253164628705,0.009444444457181586,1465.9,102.45698284320355,10497.433333332507,43.879999999999995,6.720581985380523,45.166222222221215,161.4,8.422192905256798,70.93333333335794
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0,303.55,0.07071067812450055,0.00500000000082672,312.52,0.09189365841586339,0.00844444445705138,1476.4,108.03826482624464,11672.26666666577,42.3,7.3422672853069315,53.90888888888841,164.2,7.728734264636515,59.73333333336653
4803,M19662,M,303.5,312.4,1318,54.2,177,0,0,0,0,0,0,303.53000000000003,0.04830458916203956,0.002333333334113429,312.49,0.07378647882181946,0.005444444456922813,1451.8,113.73243454118945,12935.066666665942,43.7,8.1838594535558,66.97555555555462,166.9,6.8871861695016525,47.43333333337484
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0,303.53000000000003,0.04830458916203956,0.002333333334113429,312.48,0.0632455533016763,0.004000000012435178,1473.0,140.02142693173474,19605.999999999127,42.82,9.031278979192226,81.56399999999937,169.4,6.619835513233799,43.82222222227139
4805,L51984,L,303.7,312.6,1621,38.8,182,0,0,0,0,0,0,303.54,0.06992058988375167,0.004888888889691796,312.47999999999996,0.0632455533016763,0.004000000012435178,1465.2,127.65996501121975,16297.066666665853,43.91,7.570035960577959,57.30544444444346,171.6,6.801960501702628,46.266666666722664
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0,303.54,0.06992058988375167,0.004888888889691796,312.49,0.07378647882181948,0.0054444444569228135,1482.7,134.2742218993122,18029.566666665734,42.370000000000005,7.975107104818899,63.60233333333287,173.8,6.908931417621406,47.733333333396125
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0,303.55,0.07071067812449959,0.005000000000826585,312.5,0.06666666676057313,0.004444444456965307,1481.2,135.50301349662206,18361.06666666574,43.040000000000006,8.685134170267887,75.43155555555487,176.0,6.944222218671562,48.222222222291784
4808,L51987,L,303.5,312.4,1503,36.5,191,0,0,0,0,0,0,303.55,0.07071067812449959,0.005000000000826585,312.49,0.07378647882181948,0.0054444444569228135,1493.5,130.79691637547242,17107.833333332328,42.08,8.838526775178948,78.1195555555552,178.5,7.42742665172427,55.166666666744
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0,303.55,0.07071067812449959,0.005000000000826585,312.47,0.09486832987036986,0.00900000001239331,1488.2,133.48641212580873,17818.622222221253,42.3,8.984183633227625,80.71555555555511,181.0,7.702813338866417,59.333333333418395
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0,303.54,0.08432740427592125,0.007111111111914663,312.44,0.1264911064552195,0.01600000001226567,1512.0,140.6066222559275,19770.22222222109,41.35,9.484285248065166,89.95166666666654,183.5,7.792446485046596,60.72222222231504
4811,M19670,M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0,303.53000000000003,0.09486832980916779,0.009000000000781034,312.4,0.16329931622256638,0.026666666678757733,1526.6,129.39534595786017,16743.155555554324,40.19,8.861834522891487,78.53211111111138,186.0,7.702813338867421,59.33333333343387
4812,M19671,M,303.4,312.0,1748,28.4,200,0,0,0,0,0,0,303.52000000000004,0.10327955590253635,0.01066666666742513,312.36,0.2065591118265728,0.042666666678582606,1544.0,146.98148031488256,21603.55555555421,39.76,9.356186307584016,87.53822222222263,188.5,7.79244648504759,60.72222222233053
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0,303.51,0.11005049346480439,0.012111111111846954,312.31,0.2514402955652083,0.06322222223391931,1565.3,124.27035938718748,15443.122222220736,38.13,7.8614460077859905,61.80233333333428,191.1,7.866242926448059,61.877777777894124
4814,M19673,M,303.3,311.8,1536,40.6,205,0,0,0,0,0,0,303.48,0.12292725943328471,0.015111111111778085,312.24,0.28751811539110605,0.08266666667805338,1547.9,113.47094586524867,12875.655555554193,39.05,7.517128588910985,56.507222222222865,193.6,7.919034733554035,62.711111111235226
4815,L51994,L,303.4,311.8,1401,53.0,208,1,0,0,0,1,0,303.45,0.09718253158384729,0.009444444445045478,312.15999999999997,0.2875181153904817,0.08266666667769437,1525.9,118.91962738663696,14141.877777776575,40.47,8.711046626745464,75.88233333333352,196.2,7.955431408102338,63.28888888902114
4816,H34229,H,303.4,311.9,1534,33.2,210,0,0,0,0,0,0,303.43,0.08232726023824058,0.006777777778334987,312.09000000000003,0.25144029556325015,0.06322222223293458,1518.7,115.66623438919687,13378.67777777663,40.43,8.746942322892052,76.50900000000019,198.8,7.771743691099205,60.400000000140295
4817,L51996,L,303.4,312.0,1521,35.9,215,1,1,0,0,0,0,303.40999999999997,0.056764621224274274,0.0032222222227353296,312.04,0.20655911182311745,0.042666666677155136,1533.3,104.15378587026906,10848.01111110986,38.62,7.395163584698126,54.68844444444523,201.7,7.874713398674283,62.01111111126027
4818,L51997,L,303.5,312.1,1674,30.8,0,0,0,0,0,0,0,303.40999999999997,0.056764621224274274,0.003222222222735329,312.01,0.1663329993627907,0.027666666677022125,1550.4,112.34193834499092,12620.71111110974,38.05,7.786063047380155,60.62277777777875,182.6,64.53112943895184,4164.2666666667565
4819,M19678,M,303.6,312.1,1967,20.9,2,0,0,0,0,0,0,303.41999999999996,0.07888106377806152,0.00622222222275861,311.98999999999995,0.13703203197807912,0.018777777788041294,1606.7,161.2493238573194,26001.34444444268,35.28,8.509445732047919,72.41066666666855,163.5,85.85420458221296,7370.944444444475
4820,L51999,L,303.6,312.2,1696,30.7,5,0,0,0,0,0,0,303.44,0.09660917831094543,0.009333333333916049,311.99,0.13703203197807912,0.018777777788041294,1610.7,163.09373582901605,26599.566666664872,35.08,8.599844959842898,73.95733333333528,144.5,98.23922049998369,9650.944444444416
4821,M19680,M,303.6,312.1,1627,32.5,7,0,0,0,0,0,0,303.46,0.10749676998023432,0.011555555556183407,311.99,0.13703203197807912,0.018777777788041294,1623.5,158.3057870774797,25060.722222220338,34.39,8.490838199691213,72.09433333333553,125.5,105.09175884805474,11044.277777777692
4822,L52001,L,303.5,311.9,1405,45.6,10,0,0,0,0,0,0,303.46999999999997,0.10593499055020403,0.011222222222871817,311.98,0.13984117979255653,0.019555555565774124,1589.2,165.3358870770466,27335.955555553912,36.11,8.875991337435151,78.78322222222384,106.5,107.27871281024059,11508.722222222079
4823,L52002,L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,303.48,0.1032795559021143,0.010666666667337952,311.98,0.13984117979255653,0.019555555565774124,1592.6,164.35273719114187,27011.82222222055,36.209999999999994,8.903987870611774,79.2810000000016,87.4,105.17097191398932,11060.93333333313
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0,303.5,0.0816496580971623,0.0066666666673835025,311.98999999999995,0.12866839381068007,0.016555555565820255,1588.3,166.54598964449738,27737.56666666503,36.02,8.819775759306248,77.7884444444461,68.3,98.5777189159214,9717.566666666406
4825,L52004,L,303.4,311.8,1499,45.0,16,0,0,0,0,0,0,303.5,0.0816496580971623,0.0066666666673835025,311.99,0.12866839381068007,0.016555555565820255,1598.1,156.90439410318368,24618.988888887183,35.220000000000006,7.3485901898105395,54.0017777777797,49.1,86.27533444347239,7443.433333333012
4826,L52005,L,303.3,311.8,1692,30.6,18,0,0,0,0,0,0,303.49,0.09944289260466153,0.009888888889582248,311.98,0.13984117979255653,0.019555555565774124,1613.9,157.6856577709744,24864.766666664855,34.959999999999994,7.472943790026183,55.84488888889089,29.9,65.30518100936776,4264.766666666287
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0,303.49,0.09944289260466153,0.009888888889582248,311.96,0.15055453057545432,0.022666666676795406,1688.6,255.429572811498,65244.266666664356,32.95,9.594124359326646,92.0472222222249,10.4,6.8019605016661275,46.266666666226115
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0,303.48,0.10327955590211366,0.010666666667337819,311.93,0.14944341184316448,0.02233333334332567,1665.0,267.54355823968814,71579.55555555341,35.760000000000005,12.553193484793756,157.5826666666684,12.6,6.619835513197321,43.822222221788444
4829,L52008,L,303.5,311.9,1515,39.2,24,0,0,0,0,0,0,303.46999999999997,0.09486832980846793,0.009000000000648246,311.90999999999997,0.13703203197675404,0.01877777778767814,1619.8,248.34599520292548,61675.73333333148,37.59,11.429829395052277,130.6410000000011,14.8,6.35609943279469,40.399999999572984
4830,L52009,L,303.4,311.9,1491,38.2,26,0,0,0,0,0,0,303.45,0.08498365856343039,0.007222222222825715,311.88,0.09189365840038609,0.008444444454206848,1599.3,249.81373060742334,62406.89999999828,38.34,11.170616216962584,124.78266666666748,16.9,6.226288353926929,38.7666666662461
4831,L52010,L,303.5,312.0,1756,29.7,28,0,0,0,0,0,0,303.44,0.06992058988216482,0.0048888888894698885,311.87,0.0674948558430189,0.004555555565269901,1612.2,254.68621216442963,64865.06666666487,38.06,11.366637341115682,129.20044444444537,19.0,6.0553007081607895,36.66666666625256
4832,L52011,L,303.5,312.0,1366,54.5,30,1,0,1,0,0,0,303.44,0.06992058988216482,0.0048888888894698885,311.88,0.07888106383653438,0.006222222231983412,1608.3,258.48191426093666,66812.89999999822,38.95,12.330202305270157,152.0338888888895,21.0,6.0553007081612975,36.66666666625871
4833,L52012,L,303.5,312.0,1436,45.1,32,0,0,0,0,0,0,303.44,0.06992058988216482,0.0048888888894698885,311.89,0.08755950363309442,0.007666666676473876,1595.4,264.04216834942287,69718.26666666497,39.57000000000001,12.482347535620068,155.8090000000004,23.0,6.0553007081618055,36.66666666626487
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0,303.42999999999995,0.0674948557752013,0.0045555555561152235,311.89,0.08755950363309442,0.007666666676473876,1583.8,271.48390580494726,73703.51111110949,39.86,12.493571680401631,156.08933333333363,25.0,6.055300708162314,36.66666666627102
4835,M19694,M,303.4,311.9,1510,42.2,36,0,0,0,0,0,0,303.42999999999995,0.0674948557752013,0.0045555555561152235,311.9,0.08164965815311152,0.00666666667651997,1584.9,271.12418228963014,73508.3222222206,39.58,12.396576588361462,153.6751111111115,27.0,6.055300708162822,36.666666666277166
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0,303.44,0.051639777955062756,0.0026666666672481854,311.90999999999997,0.07378647880434411,0.005444444454343922,1557.6,272.88060067036787,74463.82222222077,41.61,12.42474681163898,154.37433333333303,29.1,6.226288353929942,38.766666666283626
4837,L52016,L,303.3,311.8,1315,62.0,42,1,0,1,0,0,0,303.43,0.0674948557752013,0.0045555555561152235,311.90999999999997,0.07378647880434411,0.005444444454343922,1462.3,121.8104629696811,14837.788888888052,46.230000000000004,10.140792210999336,102.83566666666482,31.3,6.5328231092998,42.67777777740151
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0,303.41999999999996,0.07888106377807111,0.0062222222227601215,311.90999999999997,0.07378647880434411,0.005444444454343922,1499.1,162.4591914570789,26392.98888888782,43.11,10.59878923902785,112.33433333333257,33.5,6.753599863090915,45.61111111074162
4839,H34252,H,303.3,311.8,1649,29.4,49,0,0,0,0,0,0,303.4,0.08164965809580994,0.006666666667162662,311.9,0.08164965815311152,0.00666666667651997,1512.5,169.29871693416462,28662.0555555544,42.13,11.42162179571903,130.45344444444402,36.0,7.438637868116147,55.33333333297154
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0,303.4,0.08164965809580994,0.006666666667162662,311.9,0.08164965815311152,0.00666666667651997,1503.6,172.85652367722972,29879.377777776674,43.31,11.57895120946238,134.0721111111103,38.8,8.456424250873294,71.51111111075794
4841,L52020,L,303.4,311.9,1298,63.9,59,1,0,1,0,0,0,303.39,0.0737864787404811,0.005444444444919469,311.89,0.07378647880371877,0.0054444444542516394,1457.8,158.6413145011911,25167.06666666582,46.730000000000004,12.149078611611216,147.60011111110913,41.9,9.654590157576212,93.21111111076746
4842,M19701,M,303.3,311.8,1441,44.9,61,0,0,0,0,0,0,303.37,0.0674948557742729,0.004555555555989901,311.87,0.06749485584302087,0.0045555555652701685,1465.3,155.56209906871848,24199.56666666578,45.77,11.842301765751008,140.24011111110946,45.0,10.360180178597242,107.33333333299919
4843,M19702,M,303.3,311.8,1489,49.4,64,0,0,0,0,0,0,303.35,0.05270462767320487,0.0027777777781711525,311.85,0.05270462776074882,0.0027777777873990955,1470.6,155.35564932688112,24135.377777776863,46.2,11.893228699091221,141.44888888888707,48.2,10.829999487006662,117.28888888856454
4844,L52023,L,303.3,311.8,1842,24.5,67,0,0,0,0,0,0,303.34000000000003,0.05163977795304148,0.0026666666670394287,311.84000000000003,0.05163977804214726,0.0026666666762422348,1517.1,189.96283262200686,36085.87777777659,44.489999999999995,13.717503012169804,188.16988888888764,51.5,11.047875612770143,122.05555555524127
4845,M19704,M,303.4,311.8,1316,50.9,69,1,0,1,0,0,0,303.34000000000003,0.05163977795304148,0.0026666666670394287,311.83000000000004,0.04830458925260863,0.002333333342863233,1497.7,200.38853925977304,40155.566666665596,45.36,13.83154205269803,191.31155555555404,54.8,10.829999487007589,117.28888888858465
4846,M19705,M,303.3,311.8,1583,33.3,72,0,0,0,0,0,0,303.33000000000004,0.04830458915761073,0.0023333333336855644,311.82,0.0421637022480485,0.0017777777872620905,1514.1,199.9424639462256,39976.98888888772,43.6,14.164038971988148,200.6199999999991,58.1,10.503438590382105,110.32222222192802
4847,M19706,M,303.3,311.8,1548,33.5,75,0,0,0,0,0,0,303.33,0.04830458915761073,0.0023333333336855644,311.82000000000005,0.0421637022480485,0.0017777777872620905,1537.4,187.3417554453145,35096.933333332025,40.75,12.857358463800669,165.3116666666667,61.4,10.0576118216638,101.1555555552714
4848,L52027,L,303.4,311.9,1434,44.6,78,0,0,0,0,0,0,303.34000000000003,0.05163977795304148,0.0026666666670394287,311.83000000000004,0.04830458925260863,0.002333333342863233,1500.2,163.49638120357767,26731.06666666559,42.440000000000005,12.035890771632406,144.86266666666612,64.8,9.235198367583399,85.28888888861509
4849,H34262,H,303.5,312.0,1397,52.9,80,0,0,0,0,0,0,303.36,0.069920589880975,0.004888888889303504,311.85,0.07071067818669256,0.005000000009621999,1475.0,157.31708955693827,24748.66666666574,44.79,11.48868525501885,131.98988888888755,67.9,8.517302650732805,72.54444444418009
4850,M19709,M,303.5,312.0,1475,42.9,85,0,0,0,0,0,0,303.37,0.0823272602375067,0.006777777778214151,311.86,0.08432740432847738,0.007111111120778506,1482.3,155.23319375843388,24097.34444444348,44.08,11.349478695810904,128.81066666666555,71.0,8.537498983228868,72.88888888863397
4851,L52030,L,303.5,312.0,1441,56.8,88,0,0,0,0,0,0,303.38,0.09189365834976058,0.008444444444902523,311.87,0.09486832985624387,0.00900000000971309,1496.6,142.42752542959857,20285.599999998947,43.37,10.128183998679637,102.58011111111023,73.9,8.924996109540295,79.65555555530939
4852,L52031,L,303.7,312.1,1363,51.8,90,1,0,1,0,0,0,303.41999999999996,0.13165611772293573,0.017333333333875513,311.9,0.11547005388057427,0.013333333343182726,1488.8,147.84361106700663,21857.73333333233,44.059999999999995,10.47316146686902,109.68711111111001,76.8,8.978987817231117,80.62222222198483
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0,303.46,0.15055453054390258,0.022666666667294895,311.94,0.14298407063191138,0.020444444454471418,1501.8,153.4715319240348,23553.511111110027,42.61,10.653893393705598,113.50544444444378,79.6,8.909420731874144,79.3777777775488
4854,L52033,L,303.7,312.2,1487,34.0,94,0,0,0,0,0,0,303.5,0.15634719199640212,0.024444444445159825,311.98,0.15491933388122525,0.024000000010202544,1466.3,96.52984570126608,9318.011111110238,43.559999999999995,9.181406331397238,84.29822222222127,82.3,8.756584823865806,76.67777777755694
4855,L52034,L,303.7,312.2,1568,33.8,96,0,0,0,0,0,0,303.53,0.16363916945082524,0.0267777777785559,312.02,0.15491933388179685,0.024000000010379646,1491.5,85.15639207428934,7251.611111110088,41.85,9.254578446489163,85.64722222222177,85.0,8.353309390748377,69.77777777756503
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0,303.57000000000005,0.14944341181261375,0.02233333333419446,312.07,0.15670212368107694,0.024555555566159536,1470.7,85.72442929397012,7348.677777776883,43.14,8.81919623447746,77.77822222222139,87.6,7.8909230554138405,62.2666666664617
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0,303.6,0.11547005384191929,0.013333333334255739,312.12,0.13984117979472677,0.019555555566381097,1485.7,110.3419432692911,12175.344444443455,42.92,9.109067521492545,82.97511111111034,90.1,7.400450436728102,54.76666666646915
4858,L52037,L,303.7,312.3,1606,37.4,103,0,0,0,0,0,0,303.63,0.0948683298102187,0.009000000000980429,312.16,0.12649110645022138,0.016000000011001235,1502.9,114.70682436348092,13157.65555555446,42.2,9.245058740273667,85.47111111111053,92.6,7.074209810590466,50.044444444254395
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0,303.65,0.08498365856588772,0.007222222223243381,312.19,0.11972190002028196,0.014333333344466391,1498.1,120.4892341894266,14517.655555554487,42.010000000000005,9.017446053807742,81.31433333333281,95.1,6.522610247765986,42.54444444426185
4860,L52039,L,303.7,312.4,1535,38.6,107,0,0,0,0,0,0,303.66999999999996,0.06749485577893058,0.004555555556618639,312.22999999999996,0.11595018092161245,0.01344444445575466,1504.1,120.70482821972969,14569.655555554453,41.58,9.072645087783854,82.3128888888885,97.3,6.4472216238074695,41.56666666649062
4861,M19720,M,303.6,312.4,1504,49.5,109,0,0,0,0,0,0,303.67999999999995,0.042163702148427844,0.0017777777788613388,312.27000000000004,0.09486832986560356,0.009000000011488969,1510.4,118.67247176811652,14083.155555554415,40.85,7.934208635186403,62.95166666666648,99.4,6.501281924858884,42.26666666649684
4862,L52041,L,303.5,312.3,1946,21.1,112,0,0,0,0,0,0,303.65999999999997,0.0699205898854586,0.004888888889930495,312.28999999999996,0.07378647881572342,0.0054444444560232015,1568.7,170.22210980558665,28975.566666665196,37.78,9.082804265937584,82.49733333333398,101.6,6.686636756318365,44.71111111094779
4863,L52042,L,303.5,312.1,1326,55.7,114,0,0,0,0,0,0,303.64,0.08432740427707852,0.00711111111210984,312.28000000000003,0.09189365841002452,0.00844444445597827,1539.4,185.16311127699404,34285.37777777648,39.86,10.604212999243904,112.44933333333341,103.8,6.795423296426864,46.177777777620946
4864,M19723,M,303.6,312.3,1915,22.3,116,0,0,0,0,0,0,303.63,0.08232726024079008,0.0067777777787547755,312.29,0.08755950364320066,0.007666666678243669,1582.2,218.21997056995954,47619.955555554014,38.690000000000005,11.890093916085515,141.37433333333377,106.0,6.831300510628726,46.66666666651629
4865,L52044,L,303.6,312.3,1451,43.4,119,0,0,0,0,0,0,303.62,0.07888106378071717,0.0062222222231775705,312.3,0.08164965816393455,0.006666666678287363,1570.5,222.16672918228346,49358.05555555408,39.65,11.838848480039495,140.15833333333347,108.3,6.961002482071958,48.455555555411955
4866,M19725,M,303.5,312.3,1624,34.8,121,0,0,0,0,0,0,303.6,0.08164965809836629,0.006666666667580111,312.3,0.08164965816393455,0.006666666678287363,1595.4,211.51947638193337,44740.488888887274,38.510000000000005,11.68593171296155,136.56100000000046,110.6,6.979334575084809,48.711111110974244
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,303.6,0.08164965809836629,0.006666666667580111,312.31,0.08755950364369947,0.007666666678331019,1603.7,217.53571865072465,47321.78888888723,38.25,11.891289996370382,141.4027777777783,113.0,7.055336829496371,49.7777777776479
4868,L52047,L,303.6,312.5,1345,54.1,126,0,0,0,0,0,0,303.59000000000003,0.07378647874331076,0.005444444445337052,312.33,0.10593499060261004,0.011222222233975078,1577.6,232.38005269146356,54000.488888887376,39.92,12.889427191824058,166.13733333333343,115.3,7.1809934317295845,51.56666666654344
4869,L52048,L,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,303.58000000000004,0.06324555321026468,0.00400000000087242,312.34000000000003,0.10749677003218691,0.011555555567352879,1584.5,225.76844086117822,50971.38888888733,39.42,12.503048517150624,156.32622222222244,117.6,7.198765326228215,51.822222222105616
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,303.58000000000004,0.06324555321026468,0.00400000000087242,312.34000000000003,0.10749677003218691,0.011555555567352879,1602.8,228.70786800826778,52307.28888888723,38.21,13.159487494242002,173.17211111111166,119.9,7.109461614238765,50.544444444334474
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,303.59000000000003,0.07378647874331076,0.005444444445337052,312.34000000000003,0.10749677003218691,0.011555555567352879,1615.5,226.1234913345617,51131.8333333316,36.11,12.829085877195054,164.58544444444556,122.2,6.908931417609384,47.73333333323002
4872,L52051,L,303.7,312.4,1513,40.1,135,0,0,0,0,0,0,303.61,0.07378647874359452,0.005444444445378926,312.35,0.10801234502828155,0.01166666667850854,1572.2,195.13915262931582,38079.288888887415,38.01,11.717930230586353,137.30988888888953,124.5,6.964194138585122,48.49999999990337
4873,L52052,L,303.7,312.4,1316,59.3,137,0,0,0,0,0,0,303.63,0.06749485577828492,0.00455555555653148,312.38,0.06324555329806468,0.00400000001197834,1571.2,196.56144077615664,38636.39999999854,38.37,12.359526240470927,152.7578888888894,126.8,6.908931417610353,47.73333333324341
4874,M19733,M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0,303.64,0.06992058988513572,0.004888888889885344,312.39,0.05676462132566881,0.0032222222342465747,1527.1,156.17970418719204,24392.099999998813,40.019999999999996,11.002706737687578,121.05955555555563,129.1,6.740425308038811,45.43333333325009
4875,L52054,L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0,303.65999999999997,0.0843274042773132,0.00711111111214942,312.40999999999997,0.0567646213264805,0.003222222234338724,1543.9,156.11993253051332,24373.433333332036,38.769999999999996,11.2825381305213,127.29566666666707,131.4,6.834552736722033,46.71111111103463
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0,303.68,0.06324555321190782,0.0040000000010802636,312.41999999999996,0.04216370227981771,0.0017777777899411048,1551.7,162.389141673118,26370.233333331984,38.41,11.479009829539619,131.7676666666672,133.7,6.815831244645508,46.45555555548593
4877,M19736,M,303.7,312.4,1540,37.4,146,0,0,0,0,0,0,303.69,0.0567646212294594,0.0032222222233239924,312.41999999999996,0.04216370227981771,0.0017777777899411048,1527.6,141.0604283434701,19898.04444444326,39.28,10.980163933202467,120.56400000000028,135.9,6.887186169494059,47.43333333327025
4878,M19737,M,303.7,312.4,1546,33.7,149,0,0,0,0,0,0,303.7,0.0471404520910242,0.0022222222233461483,312.40999999999997,0.031622776793265396,0.0010000000121166844,1547.7,125.62647456292717,15782.011111109789,37.239999999999995,9.74658914697859,94.99600000000082,138.2,7.0521864221868835,49.73333333327703
4879,L52058,L,303.7,312.4,1348,51.0,152,0,0,0,0,0,0,303.71,0.03162277661980624,0.001000000001146164,312.40999999999997,0.031622776793265396,0.0010000000121166844,1540.7,135.2389243770646,18289.566666665392,37.739999999999995,10.355159744462371,107.22933333333401,140.6,7.275529763067708,52.93333333328407
4880,H34293,H,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,303.71,0.03162277661980624,0.001000000001146164,312.41999999999996,0.04216370227981771,0.0017777777899411048,1520.9,120.03652221997072,14408.766666665526,38.65,9.632266376899882,92.78055555555598,143.0,7.348469228346658,53.99999999995772
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,303.72,0.0421637021494319,0.001777777778946008,312.43999999999994,0.06992058996566332,0.004888888901146419,1510.5,113.77975801227679,12945.833333332264,39.989999999999995,8.972854122914915,80.51211111111118,145.7,7.803845206048458,60.8999999999655
