UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_rolling_mean,Air_temperature_rolling_std,Process_temperature_rolling_mean,Process_temperature_rolling_std,Rotational_speed_rolling_mean,Rotational_speed_rolling_std,Torque_rolling_mean,Torque_rolling_std,Tool_wear_rolling_mean,Tool_wear_rolling_std,Air_temperature_roc,Process_temperature_roc,Rotational_speed_roc,Torque_roc,Tool_wear_roc,power_proxy,temp_delta
5278,L52457,L,303.5,312.9,1501,44.0,128,0,0,0,0,0,0,303.55,0.08498365857525991,312.97999999999996,0.07888106387362967,1464.0,107.42128901355004,43.54,9.708438482978467,118.5,6.519202405197566,0.0,-0.10000000000002274,-105.0,10.0,2.0,66044.0,9.399999999999977
5279,M20138,M,303.5,312.9,1618,30.4,130,0,0,0,0,0,0,303.56000000000006,0.06992058989677809,312.97999999999996,0.07888106387362967,1486.9,113.87171144171762,41.17,9.736877208724461,120.6,6.501281924867166,0.0,0.0,117.0,-13.600000000000001,2.0,49187.2,9.399999999999977
5280,L52459,L,303.6,313.0,1522,35.8,133,0,0,0,0,0,0,303.57000000000005,0.06749485579058354,312.99,0.07378647884322219,1488.7,114.31345794203668,40.269999999999996,9.779917063951928,122.8,6.613118276068827,0.10000000000002274,0.10000000000002274,-96.0,5.399999999999999,3.0,54487.6,9.399999999999977
5281,L52460,L,303.6,312.9,1480,41.4,135,0,0,0,0,0,0,303.58000000000004,0.06324555322429898,312.99,0.07378647884322219,1509.2,86.80348175300004,37.97,5.021520354102683,125.0,6.649979114415986,0.0,-0.10000000000002274,-42.0,5.600000000000001,2.0,61272.0,9.299999999999955
5282,M20141,M,303.7,313.0,1469,39.9,137,0,0,0,0,0,0,303.59000000000003,0.0737864787552794,312.99,0.07378647884322219,1502.7,87.1729443246082,37.989999999999995,5.029568128135498,127.2,6.613118276069489,0.0999999999999659,0.10000000000002274,-11.0,-1.5,2.0,58613.1,9.300000000000011
5283,H34696,H,303.8,313.2,1381,52.4,140,0,0,0,0,0,0,303.61,0.09944289261466993,313.01,0.09944289268003767,1501.2,89.31566989553355,39.410000000000004,6.791407970533263,129.5,6.670832032059831,0.10000000000002274,0.19999999999998863,-88.0,12.5,3.0,72364.4,9.399999999999977
5284,L52463,L,303.8,313.2,1525,41.9,145,0,0,0,0,0,0,303.63,0.11595018088451707,313.02,0.11352924250868923,1514.2,81.23600734211288,39.19,6.656901180980074,132.0,7.363574011455484,0.0,0.0,144.0,-10.5,5.0,63897.5,9.399999999999977
5285,M20144,M,303.8,313.2,1732,29.6,147,0,0,0,0,0,0,303.65,0.12692955177515905,313.04,0.1264911064690197,1525.7,102.70783806506122,39.06,6.8467672826102985,134.5,7.820912137764494,0.0,0.0,207.0,-12.299999999999997,2.0,51267.200000000004,9.399999999999977
5286,L52465,L,303.8,313.1,1523,39.8,150,0,0,0,0,0,0,303.65999999999997,0.13498971155227046,313.04,0.1264911064690197,1535.7,96.2635848998807,38.92,6.812374361736521,137.1,8.25227241430931,0.0,-0.0999999999999659,-209.0,10.199999999999996,3.0,60615.399999999994,9.300000000000011
5287,L52466,L,303.8,313.1,1422,42.4,152,0,0,0,0,0,0,303.69,0.12866839378157954,313.04999999999995,0.12692955182656449,1517.3,98.88270267790922,39.760000000000005,6.654355298933538,139.7,8.459708426810122,0.0,0.0,-101.0,2.6000000000000014,2.0,60292.799999999996,9.300000000000011
5288,H34701,H,303.8,313.2,1506,46.9,154,0,0,0,0,0,0,303.71999999999997,0.11352924245188856,313.08000000000004,0.12292725949504994,1517.8,98.80373362265557,40.05,6.917650532434349,142.3,8.459708426810428,0.0,0.0999999999999659,84.0,4.5,2.0,70631.4,9.399999999999977
5289,L52468,L,303.8,313.2,1531,39.4,159,0,0,0,0,0,0,303.75,0.08498365857663111,313.11,0.11005049353381299,1509.1,92.63842495302232,40.949999999999996,6.054245525983316,145.2,8.74070935336409,0.0,0.0,25.0,-7.5,5.0,60321.4,9.399999999999977
5290,M20149,M,303.9,313.3,1507,34.3,161,0,0,0,0,0,0,303.78000000000003,0.07888106379295433,313.14,0.11737877914588693,1507.6,92.5277135661352,40.8,6.212532137184943,148.0,8.881941729649036,0.0999999999999659,0.10000000000002274,-24.0,-5.100000000000001,2.0,51690.1,9.400000000000034
5291,L52470,L,303.9,313.3,1526,40.7,164,0,0,0,0,0,0,303.81000000000006,0.05676462124553368,313.17999999999995,0.09189365843488775,1512.2,92.14577822365706,40.73,6.208963055311443,150.9,8.900062421753502,0.0,0.0,19.0,6.400000000000006,3.0,62108.200000000004,9.400000000000034
5292,L52471,L,303.8,313.3,1406,52.1,166,0,0,0,0,0,0,303.82,0.04216370217044634,313.21,0.07378647884692348,1505.9,97.42968974826638,41.95,7.154369294354316,153.8,8.586811592980059,-0.0999999999999659,0.0,-120.0,11.399999999999999,2.0,73252.6,9.5
5293,M20152,M,303.9,313.3,1567,35.0,168,0,0,0,0,0,0,303.83000000000004,0.048304589184543716,313.22,0.0788810638774142,1524.5,88.25877356450158,40.21,6.407365553278013,156.6,8.140434058861702,0.0999999999999659,0.0,161.0,-17.1,2.0,54845.0,9.400000000000034
5294,M20153,M,303.9,313.4,1464,49.1,171,0,0,0,0,0,0,303.84000000000003,0.051639777978171375,313.23999999999995,0.0966091783921052,1518.4,90.30466949904768,40.93,6.995879739770652,159.2,8.175845182270672,0.0,0.0999999999999659,-103.0,14.100000000000001,3.0,71882.40000000001,9.5
5295,L52474,L,303.9,313.4,1442,48.5,174,0,0,0,0,0,0,303.85,0.052704627697770116,313.26,0.10749677005321982,1489.4,52.911246441556514,42.82000000000001,6.0891159730565985,161.9,8.157477823718791,0.0,0.0,-22.0,-0.6000000000000014,3.0,69937.0,9.5
5296,L52475,L,303.8,313.2,1336,47.8,176,0,0,0,0,0,0,303.85,0.052704627697770116,313.27,0.0948683298912155,1470.7,70.00166664682068,43.62,6.173203742340269,164.5,8.086339647140312,-0.0999999999999659,-0.19999999999998863,-106.0,-0.7000000000000028,2.0,63860.799999999996,9.399999999999977
5297,H34710,H,303.8,313.2,1379,50.2,178,0,0,0,0,0,0,303.85,0.052704627697770116,313.28000000000003,0.07888106387847484,1466.4,74.50160326387746,44.4,6.486738608713708,167.1,7.79529772790597,0.0,0.0,43.0,2.4000000000000057,2.0,69225.8,9.399999999999977
5298,L52477,L,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,303.84000000000003,0.06992058989923929,313.27,0.0948683298912155,1456.4,75.30264861801524,44.57,6.581126212299948,170.0,7.774602526462641,-0.10000000000002274,-0.0999999999999659,27.0,-1.6000000000000014,5.0,68331.6,9.400000000000034
5299,M20158,M,303.7,313.1,2130,18.1,185,0,0,0,0,0,0,303.83,0.08232726025279515,313.26,0.10749677005321982,1516.3,226.8935384222669,42.440000000000005,10.637271997817642,172.6,8.030497424750767,0.0,0.0,724.0,-30.5,2.0,38553.0,9.400000000000034
5300,L52479,L,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,303.81,0.08755950359378711,313.24,0.11737877914700232,1501.1,232.6052688808019,43.92,10.405959830789246,175.3,8.233400809442827,0.0,0.0,-775.0,31.0,3.0,66530.5,9.400000000000034
5301,M20160,M,303.8,313.2,1710,26.5,190,0,0,0,0,0,0,303.79999999999995,0.08164965811058898,313.23,0.11595018094284847,1519.5,241.88622210544227,42.5,11.773227632594581,177.9,8.37257427557676,0.10000000000002274,0.0999999999999659,355.0,-22.6,2.0,45315.0,9.399999999999977
5302,L52481,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,303.8,0.08164965811058898,313.21,0.11972190004134883,1509.8,248.78987117645883,42.87,12.160231174703132,180.6,8.461678320525698,0.0,-0.0999999999999659,-401.0,29.299999999999997,3.0,73042.2,9.300000000000011
5303,L52482,L,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,303.8,0.08164965811058898,313.18999999999994,0.11972190004110642,1502.2,248.00797478217223,43.089999999999996,12.021134167235065,183.3,8.300602387782428,0.0999999999999659,0.0,182.0,-18.599999999999994,2.0,55465.200000000004,9.200000000000045
5304,L52483,L,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,303.8,0.08164965811058898,313.17,0.09486832988970573,1503.9,247.775189323797,42.589999999999996,11.846091713678762,185.9,8.08908729915787,0.0,0.0999999999999659,-10.0,6.899999999999999,2.0,65312.1,9.300000000000011
5305,L52484,L,303.9,313.1,1425,49.3,199,0,0,0,0,0,0,303.8,0.08164965811058898,313.14,0.05163977810413407,1502.2,248.30483057904434,42.67,11.893046521205372,188.4,7.862710869813939,0.0,-0.0999999999999659,-56.0,5.199999999999996,2.0,70252.5,9.200000000000045
5306,H34719,H,303.9,313.2,1680,29.1,201,0,0,0,0,0,0,303.81,0.08755950359378711,313.14,0.05163977810413407,1536.6,246.54375316000406,40.8,12.453736610172697,190.9,7.445356494715726,0.0,0.0999999999999659,255.0,-20.199999999999996,2.0,48888.0,9.300000000000011
5307,H34720,H,304.0,313.2,1612,31.7,206,0,0,0,0,0,0,303.83,0.10593499056108421,313.14,0.05163977810413407,1559.9,240.94095634499973,38.95,12.275019800843978,193.7,7.318925239865734,0.10000000000002274,0.0,-68.0,2.599999999999998,5.0,51100.4,9.199999999999989
5308,L52487,L,304.0,313.3,1530,34.8,211,0,0,0,0,0,0,303.86,0.10749676999126634,313.16,0.06992058999267538,1572.3,235.2644138930556,37.57000000000001,11.837515692820803,196.5,8.08633964714385,0.0,0.10000000000002274,-82.0,3.099999999999998,5.0,53243.99999999999,9.300000000000011
5309,L52488,L,304.0,313.2,1481,42.6,213,0,0,0,0,0,0,303.89,0.09944289261647453,313.17,0.06749485589005304,1507.4,130.52475286745462,40.019999999999996,9.703012132551665,199.3,8.499019551302352,0.0,-0.10000000000002274,-49.0,7.800000000000004,2.0,63090.6,9.199999999999989
5310,M20169,M,303.9,313.2,1422,48.0,215,1,1,0,0,0,0,303.90999999999997,0.07378647875806889,313.17999999999995,0.06324555333059127,1514.1,123.35535839372113,39.910000000000004,9.594263332267323,202.0,8.793937305520442,-0.10000000000002274,0.0,-59.0,5.399999999999999,2.0,68256.0,9.300000000000011
5311,L52490,L,303.8,313.0,1427,43.0,0,0,0,0,0,0,0,303.90999999999997,0.07378647875806889,313.15999999999997,0.08432740436623366,1485.8,104.42945518918617,41.56,8.372866229009565,183.0,64.76109943476918,-0.0999999999999659,-0.19999999999998863,5.0,-5.0,-215.0,61361.0,9.199999999999989
5312,H34725,H,303.7,312.9,1460,49.8,2,0,0,0,0,0,0,303.9,0.09428090417442392,313.14,0.11737877914580025,1500.9,85.16448138096023,40.96,7.397176638571122,163.9,86.12581236514164,-0.10000000000002274,-0.10000000000002274,33.0,6.799999999999997,2.0,72708.0,9.199999999999989
5313,L52492,L,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,303.87,0.13374935099620944,313.12,0.13984117981295843,1539.1,144.93097974169518,39.589999999999996,9.215982494196366,145.1,98.24849447531837,-0.0999999999999659,0.0,413.0,-26.299999999999997,5.0,44015.5,9.299999999999955
5314,M20173,M,303.7,312.9,1566,32.6,9,0,0,0,0,0,0,303.85,0.14337208779448637,313.09,0.15238839272746646,1547.6,143.63162759101198,38.44,9.307726778208448,126.3,104.97094836191569,0.0999999999999659,0.0,-307.0,9.100000000000001,2.0,51051.600000000006,9.199999999999989
5315,L52494,L,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,303.82000000000005,0.16193277069568365,313.06,0.17763883463732158,1575.2,143.97283694425246,36.589999999999996,8.729954817243469,107.6,107.21339054013286,-0.0999999999999659,-0.0999999999999659,135.0,-1.8000000000000007,3.0,52390.8,9.199999999999989
5316,L52495,L,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,303.79,0.17288403307365852,313.02,0.18737959100912324,1578.2,146.6862108190233,36.4,8.929476779495925,88.9,105.40551324395764,0.0,0.0,9.0,-3.6000000000000014,2.0,46512.0,9.199999999999989
5317,M20176,M,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,303.75,0.16499158228559468,312.97999999999996,0.18737959100881987,1585.9,150.62569501913825,36.54,8.858291784161022,69.9,98.87416244904368,0.0,0.0,-21.0,5.900000000000002,2.0,55905.9,9.199999999999989
5318,L52497,L,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,303.71,0.14491376747169557,312.92,0.16865480858782286,1596.6,150.01274019969304,36.35,8.91992152431855,50.7,86.2683796841762,0.0,-0.10000000000002274,-52.0,-0.20000000000000284,3.0,53857.299999999996,9.099999999999966
5319,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,303.65999999999997,0.11737877908959854,312.86,0.16465452051579957,1598.1,148.79848416192706,35.989999999999995,8.709822041810124,31.5,64.8369750476775,-0.10000000000002274,-0.0999999999999659,-141.0,6.100000000000001,2.0,58344.0,9.100000000000023
5320,M20179,M,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,303.62,0.09189365836221162,312.81,0.11972190003657146,1596.1,151.53763742237086,35.89,8.561081188209386,12.3,7.803845206037229,0.0,0.0999999999999659,-94.0,8.0,2.0,65894.0,9.199999999999989
5321,L52500,L,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,303.58000000000004,0.09189365836200337,312.78000000000003,0.10327955597121967,1589.7,160.55601307123865,36.14,8.824234307355656,14.9,7.578478299310993,-0.10000000000002274,0.0,-39.0,-1.5,3.0,62016.5,9.300000000000011
5322,M20181,M,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,303.55,0.09718253159455494,312.76,0.0966091783849752,1601.3,154.2091292873217,36.15,8.841474236046166,17.5,7.1063352017617625,0.0,0.0,213.0,4.399999999999999,2.0,78642.4,9.300000000000011
5323,M20182,M,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,303.53000000000003,0.10593499055972104,312.73999999999995,0.08432740435906909,1549.7,138.7484134043374,39.33,9.481684097950845,19.9,7.218032973033728,0.0,0.0,-219.0,5.399999999999999,3.0,75042.09999999999,9.300000000000011
5324,M20183,M,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,303.5,0.09428090417222476,312.72,0.06324555332011066,1533.0,146.40734650662145,40.910000000000004,9.551782846964002,22.4,7.351492667768259,0.0,0.0,42.0,-6.899999999999999,3.0,67711.59999999999,9.300000000000011
5325,M20184,M,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,303.47999999999996,0.09189365836156257,312.71999999999997,0.06324555332011066,1515.5,134.03088367155055,40.910000000000004,9.551782846964002,24.9,7.6659419947242355,0.0,0.10000000000002274,127.0,-17.599999999999998,3.0,47000.8,9.400000000000034
5326,L52505,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,303.46999999999997,0.08232726025075641,312.71,0.056764621349553165,1513.9,131.52308627089454,40.92,9.53587378738252,27.5,7.961713941652442,0.10000000000002274,-0.10000000000002274,168.0,-3.5,3.0,46246.200000000004,9.199999999999989
5327,M20186,M,303.5,312.7,1420,49.1,42,0,0,0,0,0,0,303.46,0.06992058989666763,312.7,0.04714045223507153,1487.0,118.60578962821529,42.519999999999996,9.419577721131887,30.1,8.033955715851466,0.0,0.0,-274.0,21.8,2.0,69722.0,9.199999999999989
5328,M20187,M,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,303.45,0.05270462769413134,312.7,0.04714045223507153,1534.9,230.1697199894,40.89999999999999,12.231289565881621,32.7,8.246884933775489,0.0,0.0,696.0,-32.400000000000006,3.0,35337.2,9.199999999999989
5329,M20188,M,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,303.46999999999997,0.0948683298188445,312.72999999999996,0.06749485588067113,1525.9,233.59387834444394,41.190000000000005,12.215604774222195,35.4,8.408989898372894,0.19999999999998863,0.19999999999998863,-710.0,25.2,3.0,58911.4,9.199999999999989
5330,L52509,L,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,303.49,0.11972189998479572,312.76,0.10749677004658023,1531.3,231.02142757761416,41.04,12.145342042665305,38.2,8.48266205594601,0.0,0.10000000000002274,50.0,3.6000000000000014,3.0,66248.0,9.300000000000011
5331,L52510,L,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,303.51,0.11972189998488064,312.78,0.11352924250537423,1553.8,223.64793761624244,39.67999999999999,12.350150696336572,40.9,8.464960457993318,-0.0999999999999659,-0.10000000000002274,132.0,-13.600000000000001,2.0,50657.2,9.299999999999955
5332,L52511,L,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,303.53999999999996,0.126491106417349,312.79,0.11005049352955229,1541.0,225.8878777919083,39.14,11.965710268188129,43.6,8.194849330853781,0.0999999999999659,-0.0999999999999659,-140.0,12.600000000000001,2.0,64436.0,9.100000000000023
5333,H34746,H,303.6,312.7,1403,46.2,57,0,0,0,0,0,0,303.56,0.11737877908924238,312.78999999999996,0.11005049352955229,1545.6,222.16220300591903,38.23,10.898628863811812,46.2,7.871185143000942,-0.0999999999999659,-0.10000000000002274,-45.0,1.7000000000000028,2.0,64818.600000000006,9.099999999999966
5334,M20193,M,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,303.57000000000005,0.10593499055993524,312.78,0.12292725949139868,1546.2,221.72996589946183,38.55,11.271029727186061,49.0,8.027729719185373,-0.10000000000002274,-0.0999999999999659,2.0,5.399999999999999,5.0,72498.0,9.100000000000023
5335,M20194,M,303.4,312.6,2706,9.8,65,1,0,0,1,0,0,303.57,0.10593499055993524,312.76000000000005,0.13498971159727133,1664.2,427.91037483202814,36.45,14.398012980192059,51.8,8.256983576199591,-0.10000000000002274,0.0,1301.0,-41.8,3.0,26518.800000000003,9.200000000000045
5336,M20195,M,303.3,312.4,1505,38.9,68,0,0,0,0,0,0,303.55,0.1354006400872115,312.72999999999996,0.1766981104511947,1645.3,430.6132706836692,37.61,14.041798713523566,54.6,8.553102101308738,-0.0999999999999659,-0.20000000000004547,-1201.0,29.099999999999998,3.0,58544.5,9.099999999999966
5337,L52516,L,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,303.52,0.17511900716180598,312.7,0.20548046680141882,1669.6,423.28062664016034,36.07000000000001,13.474671713172794,57.5,8.720983634626116,-0.10000000000002274,0.0,158.0,-5.199999999999996,3.0,56043.100000000006,9.199999999999989
5338,M20197,M,303.3,312.6,1482,44.4,73,0,0,0,0,0,0,303.5,0.18856180832345099,312.68999999999994,0.20789954842879446,1606.2,395.56199120856803,38.84,11.792483481721197,60.3,8.756584823870732,0.10000000000002274,0.20000000000004547,-181.0,10.699999999999996,2.0,65800.8,9.300000000000011
5339,M20198,M,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,303.46000000000004,0.18378731670167942,312.65,0.20138409959603468,1633.0,389.5236407031861,37.92,11.88573374540535,63.1,8.862530363520019,0.0,-0.10000000000002274,192.0,-11.699999999999996,3.0,54739.8,9.199999999999989
5340,M20199,M,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,303.43,0.16363916945641113,312.62,0.16193277073118745,1646.8,384.97411168371406,36.65,11.66221343580297,65.9,9.036346360970777,0.0999999999999659,0.19999999999998863,-80.0,0.09999999999999432,3.0,52283.2,9.300000000000011
5341,L52520,L,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,303.41999999999996,0.15491933385668558,312.6,0.13333333338731485,1627.3,393.1355576218779,38.39,12.162095031513127,68.8,9.089676684134647,0.10000000000002274,0.0,-201.0,16.5,3.0,68674.9,9.199999999999989
5342,H34755,H,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,303.4,0.12472191290284039,312.6,0.13333333338731485,1622.9,395.6037439436342,39.519999999999996,13.267571158446632,71.7,8.819800955167427,0.0,0.10000000000002274,11.0,6.5,2.0,78343.2,9.300000000000011
5343,M20202,M,303.5,312.8,1375,45.7,89,0,0,0,0,0,0,303.39,0.11005049347318444,312.61,0.14491376751167354,1620.1,397.4279669183928,39.470000000000006,13.240514424380295,74.9,8.698020208958125,0.0,0.0,-29.0,-10.099999999999994,5.0,62837.50000000001,9.300000000000011
5344,L52523,L,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,303.39,0.11005049347318444,312.63,0.1567021236934787,1640.3,390.3508535777616,38.15,12.536103417285998,77.9,8.924996109548097,0.0,0.0,232.0,-7.300000000000004,3.0,61708.799999999996,9.300000000000011
5345,L52524,L,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,303.39,0.11005049347318444,312.65,0.1649915823209703,1505.7,121.5840358672832,42.25,8.182535602665512,80.8,8.978987817238638,-0.10000000000002274,0.0,-247.0,12.399999999999999,2.0,69088.0,9.400000000000034
5346,L52525,L,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,303.40999999999997,0.11005049347324154,312.69,0.14491376751255813,1507.6,121.72026216789563,42.3,8.161290747588055,83.6,8.9094207318815,0.10000000000002274,0.0,164.0,-11.399999999999999,2.0,60045.6,9.300000000000011
5347,L52526,L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,303.42999999999995,0.08232726025067,312.72,0.10327955597042232,1494.7,109.65911828125067,42.48,7.96810307831584,86.3,8.75658482387307,-0.10000000000002274,-0.10000000000002274,10.0,-3.8999999999999986,2.0,54457.0,9.300000000000011
5348,L52527,L,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,303.43,0.08232726025067,312.73,0.09486832988312838,1472.7,132.23468195261918,44.42,10.459636704972082,89.0,8.353309390755763,-0.0999999999999659,0.0,-272.0,28.299999999999997,2.0,80515.59999999999,9.399999999999977
5349,L52528,L,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,303.42999999999995,0.08232726025067,312.74,0.06992058998417011,1467.6,124.35719163406024,44.61,10.237995680579024,91.6,7.890923055421425,0.0,-0.0999999999999659,361.0,-29.199999999999996,2.0,56155.8,9.300000000000011
5350,M20209,M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,303.41999999999996,0.09189365836140154,312.74,0.06992058998417011,1472.4,130.5502883098196,44.69,10.13809646827249,94.1,7.400450436735948,0.0,0.0999999999999659,19.0,-1.0,2.0,55171.200000000004,9.399999999999977
5351,M20210,M,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,303.40999999999997,0.08755950359189063,312.75,0.07071067822385944,1495.3,135.0810867590244,43.269999999999996,10.411430684055308,96.6,7.074209810598423,0.0999999999999659,0.10000000000002274,-20.0,1.5,3.0,56932.200000000004,9.400000000000034
5352,M20211,M,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,303.41,0.08755950359189063,312.76,0.08432740435956299,1507.9,131.44618670771322,41.14,9.718961993043404,99.2,6.696599468713284,0.10000000000002274,0.0999999999999659,-92.0,-0.6000000000000014,3.0,52785.0,9.399999999999977
5353,M20212,M,303.4,312.8,1590,36.3,113,0,0,0,0,0,0,303.4,0.08164965810860667,312.76000000000005,0.08432740435956299,1529.4,124.7033814029603,40.2,9.683433734419268,101.6,6.931409989632326,-0.10000000000002274,-0.0999999999999659,60.0,1.7999999999999972,3.0,57716.99999999999,9.400000000000034
5354,L52533,L,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,303.39,0.07378647875474681,312.75,0.08498365864740814,1527.6,123.58370982185394,39.760000000000005,9.872430748751253,104.0,7.378647873721752,0.0,-0.10000000000002274,-1.0,-2.299999999999997,3.0,54026.0,9.300000000000011
5355,L52534,L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,303.39,0.07378647875474681,312.72999999999996,0.09486832988311272,1537.8,111.86777909656915,38.42999999999999,9.084302700568502,106.4,7.662317607033066,0.0,-0.0999999999999659,-127.0,3.5,2.0,54825.0,9.200000000000045
5356,H34769,H,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,303.37,0.0674948557900902,312.7,0.11547005390163112,1518.2,130.21930220464856,39.47,9.77662177509868,108.8,7.800284895078257,-0.0999999999999659,-0.10000000000002274,-134.0,12.299999999999997,2.0,66134.4,9.199999999999989
5357,H34770,H,303.3,312.6,1692,29.0,125,0,0,0,0,0,0,303.36,0.06992058989635169,312.68999999999994,0.11972190003508995,1534.0,141.4504231956237,38.82,10.273352801192916,111.5,8.303279138050836,0.0,0.10000000000002274,364.0,-20.799999999999997,5.0,49068.0,9.300000000000011
5358,L52537,L,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,303.36,0.06992058989635169,312.66999999999996,0.13374935103954924,1604.6,164.8576490322569,34.5,7.235867451645271,114.5,9.070709882789124,0.0,-0.10000000000002274,276.0,-8.399999999999999,5.0,40540.8,9.199999999999989
5359,H34772,H,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,303.36,0.06992058989635169,312.67,0.13374935103954924,1625.0,179.3705042022684,33.459999999999994,7.933641450599377,117.5,9.431036233861033,0.0,0.10000000000002274,-141.0,3.599999999999998,2.0,44213.4,9.300000000000011
5360,M20219,M,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,303.36,0.06992058989635169,312.65999999999997,0.13498971159610643,1600.5,193.0044616640263,34.81,9.032589145237829,120.8,9.942054337228544,0.0,0.0,-430.0,22.900000000000002,5.0,65798.7,9.300000000000011
5361,L52540,L,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,303.35,0.07071067813675941,312.64,0.12649110646408848,1584.6,197.53266959051118,35.7,9.491165482817355,124.1,10.322036836032417,0.0,0.0,66.0,-3.1000000000000014,3.0,64372.0,9.300000000000011
5362,L52541,L,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,303.33,0.048304589180366925,312.62,0.09189365842584755,1595.9,197.29416841074473,35.32,9.619748206453067,127.3,10.424863441683465,0.0,0.0999999999999659,180.0,-13.3,2.0,50440.1,9.399999999999977
5363,L52542,L,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,303.31000000000006,0.05676462124213738,312.6,0.06666666677445189,1565.0,221.08419713362795,37.39,11.82778743280232,130.4,10.3085724844249,-0.10000000000002274,-0.0999999999999659,-362.0,26.3,2.0,73017.0,9.400000000000034
5364,L52543,L,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,303.29,0.056764621242047814,312.58000000000004,0.06324555331643467,1557.9,221.36769311612355,37.98,11.78697963385403,133.4,10.013324456275592,0.0,-0.10000000000002274,237.0,-17.1,2.0,60568.2,9.300000000000011
5365,L52544,L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,303.27,0.048304589180051156,312.58000000000004,0.06324555331643467,1571.8,219.02856231804495,37.76,11.81742592765262,136.4,9.359487165437267,0.0,0.10000000000002274,83.0,-4.600000000000001,2.0,56515.299999999996,9.400000000000034
5366,L52545,L,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,303.25,0.07071067813638292,312.59000000000003,0.05676462134603717,1593.8,202.2236385786746,36.42,11.03426984947859,139.4,8.26236447190853,-0.0999999999999659,0.0,-53.0,1.1000000000000014,2.0,56347.2,9.5
5367,H34780,H,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,303.23,0.08232726025000302,312.59000000000003,0.05676462134603717,1565.0,207.13280763799497,37.58,10.77422851066381,142.1,7.400450436741036,0.0,0.0,-144.0,4.200000000000003,2.0,57002.4,9.5
5368,M20227,M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,303.21,0.08755950359126427,312.59000000000003,0.05676462134603717,1544.8,169.98287495443935,38.19,9.838072304403308,144.8,7.420691791650213,0.0,-0.10000000000002274,362.0,-13.900000000000002,5.0,47152.2,9.399999999999977
5369,M20228,M,303.1,312.5,1667,30.0,160,0,0,0,0,0,0,303.19,0.0875595035911925,312.58000000000004,0.06324555331643467,1528.8,146.35709753885837,38.769999999999996,9.06201473796593,147.6,7.336363010526729,0.0,0.0,-99.0,3.3000000000000007,3.0,50010.0,9.399999999999977
