udi,product_id,type,air_temp,process_temp,rotational_speed,torque,tool_wear,failure,TWF,HDF,PWF,OSF,RNF,air_temp_rolling_mean,air_temp_rolling_std,air_temp_rolling_var,process_temp_rolling_mean,process_temp_rolling_std,process_temp_rolling_var,rotational_speed_rolling_mean,rotational_speed_rolling_std,rotational_speed_rolling_var,torque_rolling_mean,torque_rolling_std,torque_rolling_var,tool_wear_rolling_mean,tool_wear_rolling_std,tool_wear_rolling_var
3634,M18493,M,302.2,311.3,1521,40.6,52,0,0,0,0,0,0,302.1,0.0707106782520933,0.005000000018871061,311.3,0.07071067818203373,0.005000000008963142,1566.8,179.51100244831642,32224.199999999466,35.760000000000005,6.9168634510160025,47.843000000001005,47.4,3.646916505761016,13.299999999992139
3635,L50814,L,302.2,311.4,1499,37.7,55,0,0,0,0,0,0,302.12,0.08366600276693989,0.0070000000189975944,311.32,0.08366600270727524,0.007000000009013789,1583.6,165.10542086800015,27259.799999999464,34.48,5.4172871439495305,29.347000000000858,49.8,3.9623225512307987,15.699999999992144
3636,M18495,M,302.1,311.2,1616,35.1,57,0,0,0,0,0,0,302.14,0.054772255925101446,0.0030000000191248103,311.32,0.08366600270727524,0.007000000009013789,1537.8,88.41775839727819,7817.699999999459,36.040000000000006,3.6760032644165372,13.513000000001039,52.2,3.9623225512307987,15.699999999992144
3637,L50816,L,302.2,311.4,1449,46.5,60,0,0,0,0,0,0,302.15999999999997,0.05477225592627806,0.0030000000192537024,311.32,0.08366600270727524,0.007000000009013789,1543.8,78.83971080616328,6215.699999999459,38.1,5.962801355068042,35.55500000000128,54.8,3.9623225512307987,15.699999999992144
3638,M18497,M,302.2,311.4,1626,31.6,62,0,0,0,0,0,0,302.17999999999995,0.04472135976671298,0.0020000000193837746,311.34,0.08944271915066992,0.008000000009065616,1542.2,76.60091383266558,5867.699999999457,38.3,5.657296173968736,32.005000000001296,57.2,3.9623225512307987,15.699999999992144
3639,M18498,M,302.3,311.5,1445,44.8,65,0,0,0,0,0,0,302.2,0.07071067825663326,0.005000000019513107,311.38,0.10954451154290344,0.012000000009173306,1527.0,88.47881102274971,7828.499999999456,39.14,6.3531881760263795,40.36300000000139,59.8,3.9623225512307987,15.699999999992144
3640,L50819,L,302.4,311.6,1622,35.0,68,0,0,0,0,0,0,302.24,0.1140175425965947,0.013000000019766289,311.41999999999996,0.14832396977320797,0.02200000000928351,1551.6,95.56306818012625,9132.299999999457,38.6,6.615512073906398,43.76500000000133,62.4,4.27784992724057,18.299999999992153
3641,H33054,H,302.4,311.6,1544,39.1,70,0,0,0,0,0,0,302.29999999999995,0.10000000010075126,0.010000000020150251,311.5,0.10000000004748806,0.010000000009497611,1537.2,88.60417597381884,7850.699999999455,39.4,6.321787721839561,39.965000000001424,65.0,4.123105625616709,16.999999999992156
3642,L50821,L,302.3,311.6,1488,41.8,75,0,0,0,0,0,0,302.32,0.08366600277458537,0.007000000020276927,311.54,0.08944271915367914,0.008000000009603922,1545.0,80.21845174272222,6434.999999999454,38.459999999999994,5.262888940496588,27.6980000000013,68.0,4.94974746830504,24.499999999992156
3643,L50822,L,302.3,311.6,1309,57.6,77,0,0,0,0,0,0,302.34000000000003,0.0547722559367801,0.003000000020404143,311.58000000000004,0.0447213596585344,0.0020000000097079884,1481.6,117.0226473807504,13694.29999999945,43.660000000000004,8.585918704483635,73.71800000000194,71.0,4.94974746830504,24.499999999992156
3644,L50823,L,302.3,311.6,1784,26.4,79,0,0,0,0,0,0,302.34000000000003,0.0547722559367801,0.003000000020404143,311.6,0.0,0.0,1549.4,174.57032966686936,30474.799999999443,39.98,11.442989119980913,130.94200000000154,73.8,4.658325879540005,21.69999999999216
3645,L50824,L,302.2,311.5,1548,32.4,81,0,0,0,0,0,0,302.3,0.07071067826110639,0.005000000020145704,311.58000000000004,0.044721359658563005,0.0020000000097105466,1534.6,169.95234626211973,28883.799999999443,39.459999999999994,11.779983022059136,138.7680000000015,76.4,4.219004621944867,17.799999999992153
3646,L50825,L,302.2,311.5,1413,43.5,83,0,0,0,0,0,0,302.26000000000005,0.05477225593205285,0.0030000000198862984,311.56000000000006,0.05477225583871796,0.003000000009661974,1508.4,178.0457806295882,31700.299999999446,40.339999999999996,11.909995801846515,141.8480000000016,79.0,3.162277660167137,9.999999999992141
3647,M18506,M,302.2,311.5,1863,25.7,85,0,0,0,0,0,0,302.23999999999995,0.05477225593084769,0.00300000001975428,311.54,0.054772255838279486,0.003000000009613941,1583.4,236.64382518882556,56000.299999999435,37.12,13.488402425787916,181.93700000000132,81.0,3.162277660167137,9.999999999992141
3648,L50827,L,302.2,311.5,1427,43.8,88,0,0,0,0,0,0,302.21999999999997,0.04472135976936473,0.0020000000196209538,311.52,0.04472135965695194,0.002000000009566449,1607.0,206.38677283198027,42595.49999999943,34.36,8.872034715892461,78.71300000000103,83.2,3.4928498393134704,12.199999999992137
3649,M18508,M,302.2,311.5,1443,47.0,90,0,0,0,0,0,0,302.2,0.0,0.0,311.5,0.0,0.0,1538.8,188.8735026413166,35673.19999999943,38.48,9.033105778191766,81.59700000000149,85.4,3.646916505761014,13.299999999992124
3650,L50829,L,302.2,311.5,1481,40.4,93,0,0,0,0,0,0,302.2,0.0,0.0,311.5,0.0,0.0,1525.4,190.42793912658783,36262.799999999435,40.08,8.37120063073402,70.07700000000166,87.8,3.9623225512307956,15.699999999992121
3651,L50830,L,302.1,311.4,1446,39.7,95,0,0,0,0,0,0,302.18,0.0447213597664127,0.0020000000193569163,311.48,0.0447213596559351,0.0020000000094754994,1532.0,186.08062768595616,34625.99999999943,39.32,8.152729604249215,66.46700000000158,90.2,3.9623225512307956,15.699999999992121
3652,L50831,L,302.1,311.5,1444,44.9,97,0,0,0,0,0,0,302.16,0.05477225592603288,0.003000000019226844,311.48,0.0447213596559351,0.0020000000094754994,1448.2,19.84187491139465,393.6999999994325,43.160000000000004,3.0729464687823627,9.443000000001991,92.6,3.646916505761014,13.299999999992124
3653,M18512,M,302.1,311.5,1341,50.8,99,0,0,0,0,0,0,302.14,0.05477225592485626,0.0030000000190979516,311.48,0.0447213596559351,0.0020000000094754994,1431.0,52.76836173313922,2784.499999999432,44.559999999999995,4.634975728092019,21.483000000002143,94.8,3.4928498393134704,12.199999999992137
3654,L50833,L,302.1,311.4,1518,37.4,102,0,0,0,0,0,0,302.12,0.04472135976208951,0.0020000000189702386,311.46,0.05477225583661899,0.003000000009432043,1446.0,66.02650982748848,4359.4999999994325,42.64,5.310649677770312,28.203000000001914,97.2,3.4928498393134704,12.199999999992137
3655,L50834,L,302.1,311.4,1603,35.9,104,0,0,0,0,0,0,302.1,0.0,0.0,311.43999999999994,0.05477225583622722,0.0030000000093891263,1470.4,97.32060419047669,9471.299999999428,41.739999999999995,6.106799489094252,37.29300000000181,99.4,3.646916505761014,13.299999999992124
3656,L50835,L,302.1,311.4,1686,30.9,106,0,0,0,0,0,0,302.1,0.0,0.0,311.43999999999994,0.05477225583622722,0.0030000000093891263,1518.4,134.39977678552677,18063.29999999942,39.98,7.858562209463104,61.757000000001625,101.6,3.646916505761014,13.299999999992124
3657,M18516,M,302.1,311.5,1383,53.6,108,0,0,0,0,0,0,302.1,0.0,0.0,311.43999999999994,0.05477225583622722,0.0030000000093891263,1506.2,145.17816640252562,21076.69999999942,41.720000000000006,9.914484353712089,98.29700000000183,103.8,3.4928498393134704,12.199999999992137
3658,L50837,L,302.1,311.5,1477,45.4,111,0,0,0,0,0,0,302.1,0.0,0.0,311.43999999999994,0.05477225583622722,0.0030000000093891263,1533.4,116.3713882361099,13542.299999999417,40.64,8.92261172527426,79.61300000000172,106.2,3.4928498393134704,12.199999999992137
3659,M18518,M,302.2,311.5,1449,44.5,113,0,0,0,0,0,0,302.12,0.04472135976208951,0.0020000000189702386,311.46,0.05477225583661899,0.003000000009432043,1519.6,122.57976994593935,15025.799999999414,42.059999999999995,8.842680589052273,78.19300000000186,108.4,3.646916505761014,13.299999999992124
3660,M18519,M,302.2,311.5,1734,25.0,116,0,0,0,0,0,0,302.14,0.05477225592485626,0.0030000000190979516,311.48,0.0447213596559351,0.0020000000094754994,1545.8,154.66318243201715,23920.699999999415,39.879999999999995,11.641606418360038,135.52700000000164,110.8,3.9623225512307956,15.699999999992121
3661,L50840,L,302.3,311.6,1398,49.1,119,0,0,0,0,0,0,302.17999999999995,0.08366600276907749,0.007000000019355281,311.52,0.04472135965695194,0.002000000009566449,1488.2,142.55069273770442,20320.699999999415,43.52,10.957052523375161,120.05700000000199,113.4,4.277849927240566,18.299999999992117
3662,M18521,M,302.3,311.7,1639,36.6,121,0,0,0,0,0,0,302.21999999999997,0.08366600277060955,0.007000000019611645,311.56,0.08944271915397825,0.008000000009657428,1539.4,141.28800373704559,19962.29999999941,40.12,9.600885375839129,92.17700000000166,116.0,4.123105625616703,16.999999999992106
3663,M18522,M,302.3,311.7,1517,37.6,124,0,0,0,0,0,0,302.26000000000005,0.05477225593188355,0.003000000019867753,311.6,0.10000000004874608,0.010000000009749216,1547.4,137.96485059608264,19034.299999999406,38.56,9.151666514903257,83.75300000000152,118.6,4.277849927240566,18.299999999992117
3664,M18523,M,302.3,311.7,1442,41.7,127,0,0,0,0,0,0,302.28000000000003,0.044721359773556825,0.0020000000199959064,311.64,0.08944271915502369,0.008000000009844441,1546.0,139.24259405799435,19388.499999999403,38.0,8.775249284208481,77.00500000000147,121.4,4.277849927240566,18.299999999992117
3665,M18524,M,302.3,311.7,1685,30.8,130,0,0,0,0,0,0,302.3,0.0,0.0,311.68,0.04472135966116312,0.0020000000099431076,1536.2,123.54230044806273,15262.6999999994,39.160000000000004,6.7847623392423655,46.033000000001536,124.2,4.43846820423354,19.6999999999921
3666,M18525,M,302.4,311.8,1358,50.6,133,0,0,0,0,0,0,302.32000000000005,0.04472135977642306,0.0020000000202522704,311.72,0.04472135966230707,0.002000000010045426,1528.2,135.44999077149987,18346.6999999994,39.46,7.344249451101287,53.938000000001544,127.0,4.743416490251736,22.4999999999921
3667,M18526,M,302.3,311.6,1608,39.9,136,0,0,0,0,0,0,302.32000000000005,0.04472135977642306,0.0020000000202522704,311.7,0.07071067818933102,0.005000000009995133,1522.0,129.69772550048594,16821.499999999403,40.12,7.169170105388879,51.39700000000159,130.0,4.743416490251736,22.4999999999921
3668,L50847,L,302.3,311.6,1665,34.3,139,0,0,0,0,0,0,302.32,0.04472135977642306,0.0020000000202522704,311.68,0.0836660027128464,0.007000000009946021,1551.6,144.33398768134762,20832.299999999406,39.46,7.598223476576717,57.73300000000157,133.0,4.743416490251736,22.4999999999921
3669,L50848,L,302.3,311.7,1510,38.7,141,0,0,0,0,0,0,302.32,0.04472135977642306,0.0020000000202522704,311.68,0.0836660027128464,0.007000000009946021,1565.2,134.2784420523243,18030.69999999941,38.86,7.494864908722607,56.17300000000153,135.8,4.438468204233537,19.69999999999208
3670,L50849,L,302.4,311.8,1465,40.2,143,0,0,0,0,0,0,302.34000000000003,0.05477225593655955,0.0030000000203799834,311.70000000000005,0.10000000004996608,0.010000000009993215,1521.2,120.55164868221179,14532.699999999415,40.74,5.996915874014042,35.9630000000016,138.4,3.974921382869358,15.799999999992052
3671,L50850,L,302.3,311.7,1701,27.5,145,0,0,0,0,0,0,302.32,0.04472135977640638,0.002000000020250778,311.68,0.0836660027128464,0.007000000009946021,1589.8,100.36782352925371,10073.699999999415,36.120000000000005,5.36674948176281,28.80200000000138,140.8,3.492849839313455,12.199999999992027
3672,M18531,M,302.3,311.7,1486,39.6,147,0,0,0,0,0,0,302.32,0.04472135977640638,0.002000000020250778,311.7,0.07071067818933102,0.005000000009995133,1565.4,109.27167977110729,11940.299999999417,36.06,5.3153551151359,28.25300000000138,143.0,3.162277660167116,9.99999999999201
3673,L50852,L,302.3,311.6,1658,32.3,150,0,0,0,0,0,0,302.32000000000005,0.04472135977640638,0.002000000020250778,311.7,0.07071067818933102,0.005000000009995133,1564.0,107.710259492768,11601.49999999942,35.660000000000004,5.550945865345956,30.81300000000137,145.2,3.492849839313455,12.199999999992027
3674,H33087,H,302.3,311.7,1449,44.5,152,0,0,0,0,0,0,302.32000000000005,0.04472135977640638,0.002000000020250778,311.7,0.07071067818933102,0.005000000009995133,1551.8,118.2907435093694,13992.699999999419,36.82000000000001,6.808597506094879,46.357000000001406,147.4,3.6469165057610016,13.299999999992034
3675,L50854,L,302.2,311.5,1346,52.4,157,0,0,0,0,0,0,302.28000000000003,0.04472135977348295,0.0020000000199892985,311.64,0.08944271915503639,0.008000000009846714,1528.0,148.288570024798,21989.499999999418,39.26,9.8358019500192,96.74300000000149,150.2,4.658325879539993,21.699999999992052
3676,M18535,M,302.1,311.5,1866,23.1,159,0,0,0,0,0,0,302.24,0.08944271921023865,0.008000000019721594,311.6,0.10000000004873719,0.010000000009747437,1561.0,204.22291742113424,41706.99999999942,38.379999999999995,11.246643943861718,126.48700000000147,153.0,4.9497474683050315,24.49999999999207
3677,M18536,M,302.2,311.5,1562,38.0,162,0,0,0,0,0,0,302.22,0.08366600277046984,0.007000000019588269,311.56000000000006,0.08944271915392103,0.008000000009647193,1576.2,200.03049767472814,40012.199999999415,38.06,11.225996615000446,126.02300000000146,156.0,4.9497474683050315,24.49999999999207
3678,M18537,M,302.3,311.7,1368,53.6,165,0,0,0,0,0,0,302.21999999999997,0.08366600277046984,0.007000000019588269,311.58,0.10954451154529851,0.01200000000969804,1518.2,212.06414124033188,44971.19999999942,42.32,12.466635472331802,155.4170000000016,159.0,4.9497474683050315,24.49999999999207
3679,L50858,L,302.2,311.5,1567,33.1,168,0,0,0,0,0,0,302.2,0.07071067825622579,0.0050000000194554825,311.53999999999996,0.0894427191536279,0.008000000009594756,1541.8,208.98133887981342,43673.199999999415,40.040000000000006,12.999346137402508,168.9830000000015,162.2,4.438468204233538,19.69999999999209
3680,L50859,L,302.2,311.5,1725,34.0,170,0,0,0,0,0,0,302.2,0.07071067825622579,0.0050000000194554825,311.53999999999996,0.0894427191536279,0.008000000009594756,1617.6,187.87575681816804,35297.29999999942,36.36,11.089770060736218,122.98300000000138,164.8,4.438468204233538,19.69999999999209
3681,L50860,L,302.2,311.5,1744,31.2,172,0,0,0,0,0,0,302.21999999999997,0.04472135976899532,0.0020000000195879134,311.53999999999996,0.0894427191536279,0.008000000009594756,1593.2,152.05821253717082,23121.69999999941,37.98,9.077554736822107,82.40200000000146,167.4,3.9749213828693595,15.799999999992062
3682,M18541,M,302.1,311.3,1453,45.1,174,0,0,0,0,0,0,302.2,0.07071067825622579,0.0050000000194554825,311.5,0.14142135627086502,0.020000000009490933,1571.4,164.9190710621407,27198.299999999414,39.4,9.620550919775932,92.55500000000151,169.8,3.492849839313456,12.199999999992038
3683,L50862,L,302.1,311.2,1550,34.8,177,0,0,0,0,0,0,302.16,0.054772255925705324,0.003000000019190962,311.4,0.14142135626998326,0.02000000000924153,1607.8,123.74853534486542,15313.699999999406,35.64,5.455547635205966,29.763000000001412,172.2,3.492849839313456,12.199999999992038
3684,M18543,M,302.0,311.2,1558,39.1,179,0,0,0,0,0,0,302.12,0.08366600276650805,0.007000000018925333,311.34000000000003,0.15165750891101012,0.023000000009093115,1606.0,124.55320148434326,15513.499999999407,36.839999999999996,5.416917942889799,29.343000000001453,174.4,3.646916505761003,13.299999999992044
3685,L50864,L,302.0,311.2,1270,65.3,182,1,0,0,0,1,0,302.08000000000004,0.08366600276491484,0.007000000018658737,311.28000000000003,0.13038404813835497,0.017000000008944867,1515.0,172.7599490622737,29845.999999999407,43.1,13.447490472203414,180.83500000000163,176.8,3.9623225512307827,15.699999999992018
3686,M18545,M,301.9,311.1,1380,51.6,184,0,0,0,0,0,0,302.02000000000004,0.08366600276252502,0.007000000018258844,311.2,0.07071067818050182,0.005000000008746497,1442.2,121.10821607141031,14667.199999999408,47.18,11.945166386451122,142.68700000000177,179.2,3.9623225512307827,15.699999999992018
3687,L50866,L,302.0,311.1,1406,50.5,187,0,0,0,0,0,0,302.0,0.07071067824680725,0.0050000000181235,311.15999999999997,0.05477225582944574,0.003000000008646253,1432.8,121.88191006051474,14855.199999999406,48.260000000000005,11.95420428133976,142.9030000000018,181.8,3.9623225512307827,15.699999999992018
3688,M18547,M,302.0,311.2,1625,30.7,189,0,0,0,0,0,0,301.98,0.04472135975111553,0.002000000017988696,311.16,0.05477225582944574,0.003000000008646253,1447.8,142.74172480392482,20375.199999999408,47.440000000000005,13.185522363562308,173.85800000000177,184.2,3.9623225512307827,15.699999999992018
3689,L50868,L,302.0,311.2,1420,45.8,192,0,0,0,0,0,0,301.98,0.04472135975111553,0.002000000017988696,311.15999999999997,0.05477225582944574,0.003000000008646253,1420.2,128.76412543872385,16580.199999999408,48.78,12.445762331010577,154.89700000000184,186.8,3.9623225512307827,15.699999999992018
3690,L50869,L,302.1,311.4,1889,22.7,194,0,0,0,0,0,0,302.0,0.07071067824680725,0.0050000000181235,311.2,0.12247448717486865,0.015000000008747065,1544.0,216.16081976158262,46725.4999999994,40.26,12.883050880905559,165.9730000000015,189.2,3.9623225512307827,15.699999999992018
3691,L50870,L,302.1,311.3,1477,43.6,196,0,0,0,0,0,0,302.04,0.054772255918384194,0.0030000000183889727,311.24,0.11401754254873002,0.013000000008851459,1563.4,201.62663514525903,40653.299999999406,38.660000000000004,11.550454536510735,133.4130000000014,191.6,3.646916505761003,13.299999999992044
3692,L50871,L,302.1,311.2,1460,46.9,198,0,0,0,0,0,0,302.06000000000006,0.05477225591960622,0.0030000000185228387,311.26,0.08944271914976708,0.00800000000890411,1574.2,192.3192658055854,36986.69999999941,37.94,10.70948178017972,114.69300000000138,193.8,3.492849839313456,12.199999999992038
3693,L50872,L,302.1,311.3,1758,24.4,200,0,0,0,0,0,0,302.08000000000004,0.04472135975859014,0.002000000018657245,311.28,0.08366600270692323,0.007000000008954886,1600.8,209.5297114969603,43902.699999999415,36.67999999999999,12.059726365054944,145.43700000000132,196.0,3.162277660167118,9.99999999999202
3694,L50873,L,302.1,311.3,1521,31.5,202,0,0,0,0,0,0,302.1,0.0,0.0,311.3,0.07071067818232263,0.005000000009003998,1621.0,191.8658385434974,36812.49999999942,33.82,11.005771213322637,121.12700000000123,198.0,3.162277660167118,9.99999999999202
3695,M18554,M,302.1,311.3,1511,45.0,204,0,0,0,0,0,0,302.1,0.0,0.0,311.28000000000003,0.04472135965011048,0.00200000000895453,1545.4,121.39728168290844,14737.299999999419,38.28,9.828377282135714,96.59700000000139,200.0,3.162277660167118,9.99999999999202
3696,L50875,L,302.2,311.3,1530,37.3,207,1,1,0,0,0,0,302.12,0.044721359761612074,0.0020000000189275354,311.28000000000003,0.04472135965011048,0.00200000000895453,1556.0,116.13139110507295,13486.499999999418,37.02,9.368938040141014,87.77700000000134,202.2,3.492849839313456,12.199999999992038
3697,L50876,L,302.1,311.2,1454,46.8,0,0,0,0,0,0,0,302.12,0.044721359761612074,0.0020000000189275354,311.28000000000003,0.04472135965011048,0.00200000000895453,1554.8,117.39548543278578,13781.699999999417,37.0,9.342644165331425,87.28500000000133,162.6,90.93294232565002,8268.799999999992
3698,L50877,L,302.2,311.2,1928,23.1,2,0,0,0,0,0,0,302.14,0.05477225592454687,0.0030000000190640594,311.26,0.0547722558317964,0.0030000000089037545,1588.8,191.92107752927873,36833.699999999415,36.739999999999995,9.788411515664905,95.81300000000131,123.0,111.38671374989026,12406.999999999993
3699,H33112,H,302.2,311.3,1758,26.4,4,0,0,0,0,0,0,302.15999999999997,0.05477225592580392,0.003000000019201762,311.26000000000005,0.0547722558317964,0.0030000000089037545,1636.2,200.08298278464218,40033.199999999415,35.72,10.69471832261146,114.37700000000126,83.4,111.47555785911095,12426.799999999992
3700,L50879,L,302.2,311.2,1649,33.2,9,0,0,0,0,0,0,302.18,0.044721359766230775,0.002000000019340645,311.23999999999995,0.05477225583131771,0.0030000000088513164,1663.8,187.6251582277798,35203.19999999941,33.36,9.352700144878009,87.47300000000112,44.4,90.95768246827748,8273.299999999992
3701,L50880,L,302.1,311.2,1447,50.3,11,0,0,0,0,0,0,302.15999999999997,0.05477225592580392,0.0030000000192017626,311.21999999999997,0.04472135964835563,0.0020000000087975712,1647.2,205.26495073440915,42133.699999999415,35.959999999999994,12.119529693845436,146.88300000000123,5.2,4.6583258795400635,21.699999999992706
3702,L50881,L,302.1,311.2,1417,48.0,13,0,0,0,0,0,0,302.16,0.05477225592580392,0.0030000000192017626,311.22,0.04472135964835563,0.0020000000087975712,1639.8,214.433439556426,45981.69999999941,36.2,12.396572106836684,153.6750000000013,7.8,4.65832587954006,21.69999999999267
3703,L50882,L,302.0,311.2,1434,44.9,15,0,0,0,0,0,0,302.12,0.0836660027665242,0.007000000018928034,311.21999999999997,0.04472135964835563,0.0020000000087975712,1541.0,153.6343060647569,23603.499999999403,40.56,10.292375819022622,105.93300000000158,10.4,4.219004621944924,17.799999999992632
3704,M18563,M,302.0,311.2,1418,49.5,17,0,0,0,0,0,0,302.08000000000004,0.08366600276490889,0.007000000018657743,311.2,0.0,0.0,1473.0,99.16400556653308,9833.499999999403,45.18,7.007638689316244,49.10700000000189,13.0,3.1622776601672085,9.999999999992596
3705,M18564,M,302.0,311.2,1400,49.5,20,0,0,0,0,0,0,302.0400000000001,0.05477225591840172,0.003000000018390892,311.2,0.0,0.0,1423.2,17.935997323801196,321.6999999994037,48.44,2.1466252584002996,4.608000000002153,15.2,3.4928498393135317,12.199999999992563
3706,M18565,M,302.0,311.3,1725,27.7,23,0,0,0,0,0,0,302.02,0.04472135975412159,0.002000000018257566,311.21999999999997,0.04472135964835563,0.0020000000087975712,1478.8,138.15462352016817,19086.699999999408,43.92,9.259697619253117,85.74200000000185,17.6,3.9749213828694185,15.79999999999253
3707,L50886,L,302.0,311.3,1567,41.1,26,0,0,0,0,0,0,302.0,0.0,0.0,311.23999999999995,0.05477225583131771,0.0030000000088513164,1508.8,137.66517351893836,18951.699999999408,42.54,9.010438391110709,81.18800000000175,20.2,4.438468204233583,19.699999999992492
3708,M18567,M,302.1,311.3,1497,38.4,28,0,0,0,0,0,0,302.02000000000004,0.04472135975412159,0.002000000018257566,311.26000000000005,0.05477225583181326,0.003000000008905602,1521.4,131.8684951002301,17389.29999999941,41.239999999999995,9.053618061305748,81.96800000000165,22.8,4.43846820423358,19.699999999992457
3709,L50888,L,302.1,311.4,1549,44.6,31,0,0,0,0,0,0,302.03999999999996,0.05477225591840172,0.003000000018390892,311.3,0.07071067818240051,0.005000000009015011,1547.6,118.5276339087194,14048.799999999406,40.260000000000005,8.156776324014382,66.53300000000158,25.6,4.277849927240601,18.29999999999242
3710,L50889,L,302.2,311.4,1754,26.9,33,0,0,0,0,0,0,302.08,0.08366600276490889,0.007000000018657743,311.34000000000003,0.05477225583384219,0.0030000000091278596,1618.4,113.95964197907699,12986.799999999406,35.739999999999995,8.017044343147989,64.27300000000116,28.2,3.9623225512308284,15.699999999992382
3711,L50890,L,302.2,311.5,1489,38.3,35,0,0,0,0,0,0,302.12,0.08366600276652418,0.007000000018928033,311.38,0.08366600270864893,0.00700000000924365,1571.2,107.45789873247759,11547.19999999941,37.86,6.643267268445653,44.13300000000137,30.6,3.6469165057610446,13.299999999992348
3712,L50891,L,302.2,311.5,1543,38.5,37,0,0,0,0,0,0,302.15999999999997,0.05477225592580392,0.003000000019201762,311.41999999999996,0.08366600270934363,0.007000000009359895,1566.4,108.22569011098709,11712.79999999941,37.339999999999996,6.424406587382317,41.27300000000131,32.8,3.4928498393134966,12.19999999999232
3713,L50892,L,302.3,311.5,1543,33.1,39,0,0,0,0,0,0,302.2,0.07071067825639059,0.0050000000194787885,311.46,0.054772255837052926,0.0030000000094795786,1575.6,102.66352809055125,10539.799999999406,36.28,6.639427686179074,44.082000000001216,35.0,3.16227766016716,9.999999999992289
3714,L50893,L,302.3,311.5,1565,35.6,41,0,0,0,0,0,0,302.24,0.05477225593086261,0.0030000000197559144,311.48,0.044721359656650875,0.0020000000095395203,1578.8,101.87345090846489,10378.199999999406,34.480000000000004,4.779330497046742,22.84200000000106,37.0,3.162277660167155,9.999999999992257
3715,M18574,M,302.3,311.4,1855,23.9,43,0,0,0,0,0,0,302.26000000000005,0.054772255932131336,0.0030000000198948966,311.47999999999996,0.044721359656650875,0.0020000000095395203,1599.0,145.82866659199556,21265.999999999403,33.88,6.0009999166806365,36.01200000000101,39.0,3.16227766016715,9.999999999992225
3716,M18575,M,302.4,311.4,1475,45.2,46,0,0,0,0,0,0,302.3,0.07071067826129179,0.005000000020171923,311.46,0.054772255837032824,0.0030000000094773764,1596.2,148.5772526330979,22075.199999999404,35.260000000000005,7.796345297637934,60.78300000000113,41.2,3.492849839313479,12.199999999992196
3717,L50896,L,302.3,311.4,1609,32.3,49,0,0,0,0,0,0,302.32,0.044721359777068134,0.0020000000203099677,311.43999999999994,0.05477225583645035,0.00300000000941357,1609.4,145.57060142762137,21190.799999999403,34.019999999999996,7.643755621420731,58.42700000000104,43.6,3.9749213828693755,15.799999999992188
3718,H33131,H,302.3,311.4,1443,44.1,51,0,0,0,0,0,0,302.32,0.044721359777068134,0.0020000000203099677,311.41999999999996,0.04472135965451471,0.0020000000093484556,1589.4,162.8213745182106,26510.799999999403,36.22,8.80721295302897,77.56700000000124,46.0,4.123105625616713,16.999999999992184
3719,L50898,L,302.4,311.4,1450,44.1,56,0,0,0,0,0,0,302.34000000000003,0.05477225593719004,0.0030000000204490496,311.4,0.0,0.0,1566.4,174.81075481788702,30558.799999999406,37.92,9.454205413465555,89.3820000000014,49.0,4.949747468305043,24.499999999992184
3720,L50899,L,302.4,311.5,1590,39.9,58,0,0,0,0,0,0,302.36,0.054772255938470446,0.0030000000205893107,311.41999999999996,0.04472135965451471,0.0020000000093484556,1513.4,79.7765629743436,6364.299999999412,41.12,5.331228751423228,28.422000000001667,52.0,4.949747468305043,24.499999999992184
3721,M18580,M,302.4,311.4,1508,41.2,60,0,0,0,0,0,0,302.36,0.054772255938470446,0.0030000000205893107,311.41999999999996,0.04472135965451471,0.0020000000093484556,1520.0,77.12651943397556,5948.499999999411,40.32,4.843758870959782,23.462000000001584,54.8,4.6583258795400075,21.699999999992187
3722,M18581,M,302.2,311.2,1544,43.6,63,0,0,0,0,0,0,302.34000000000003,0.08944271921431161,0.008000000020450187,311.38,0.1095445115431081,0.012000000009218142,1507.0,62.45798587850405,3900.9999999994106,42.58,1.9201562436431467,3.6870000000017593,57.6,4.505552130426657,20.29999999999219
3723,L50902,L,302.2,311.2,1451,41.8,66,0,0,0,0,0,0,302.32,0.10954451159374258,0.012000000020311603,311.34,0.1341640786838521,0.018000000009086862,1508.6,60.479748676721606,3657.799999999409,42.120000000000005,1.7311845655509186,2.997000000001723,60.6,3.974921382869375,15.799999999992183
3724,L50903,L,302.3,311.2,1758,24.4,68,0,0,0,0,0,0,302.3,0.10000000010086851,0.010000000020173701,311.3,0.14142135626896887,0.02000000000895462,1570.2,116.64561714869276,13606.199999999408,38.17999999999999,7.817416453023427,61.11200000000139,63.0,4.123105625616712,16.99999999999218
3725,M18584,M,302.3,311.2,1507,47.7,70,0,0,0,0,0,0,302.28,0.08366600277315141,0.007000000020036979,311.24,0.08944271914891151,0.008000000008751063,1553.6,119.00546205951812,14162.299999999408,39.74,8.943601064448343,79.98800000000153,65.4,3.9749213828693737,15.799999999992172
3726,H33139,H,302.3,311.1,1543,37.5,73,0,0,0,0,0,0,302.26,0.05477225593219104,0.003000000019901436,311.17999999999995,0.04472135964561256,0.0020000000085522236,1560.6,116.6589045036829,13609.299999999408,39.0,8.945669343319228,80.02500000000147,68.0,3.807886552930925,14.499999999992163
